pmc_ID,date
PMC6109036,2018-08-24
PMC6154755,2018-09-25
PMC6167272,2018-10-01
PMC6170517,2018-10-03
PMC6170518,2018-10-03
PMC6175732,2018-10-08
PMC6182018,2018-10-11
PMC6188973,2018-10-15
PMC6230335,2018-11-10
PMC6236004,2018-11-14
PMC6292837,2018-12-13
PMC6320331,2019-01-04
PMC6359999,2019-02-02
PMC6362181,2019-02-04
PMC6367495,2019-02-07
PMC6379495,2019-02-18
PMC6431307,2019-03-23
PMC6439047,2019-03-28
PMC6451743,2019-04-06
PMC6459448,2019-04-11
PMC6478775,2019-04-23
PMC6510741,2019-05-10
PMC6533344,2019-05-23
PMC6536563,2019-05-27
PMC6565776,2019-06-13
PMC4447689,2015-05-28
PMC4997298,2016-08-03
PMC6462431,2019-04-15
PMC5848380,2017-12-20
PMC5544389,2017-07-27
PMC5985360,2018-03-08
PMC5993513,2018-05-24
PMC6218809,2018-11-01
PMC3228917,2011-12-31
PMC6360354,2019-02-01
PMC6446228,2019-04-01
PMC4866892,2016-03-16
PMC5451523,2017-02-08
PMC3625784,2013-03-12
PMC3725544,2013-05-28
PMC3989735,2014-02-18
PMC4941929,2016-05-24
PMC5076001,2016-07-21
PMC5899243,2017-12-21
PMC5866425,2017-08-31
PMC4896080,2016-03-09
PMC2576149,2008-08-06
PMC5132071,2016-08-08
PMC5215980,2016-09-07
PMC5347949,2016-10-21
PMC5910259,2018-02-07
PMC3886430,2014-01-08
PMC4574271,2015-09-02
PMC4819933,2016-03-02
PMC4605520,2010-11-02
PMC6171262,2018-09-20
PMC5045046,2016-09-29
PMC5042044,2015-08-20
PMC4700080,2015-09-28
PMC4930480,2016-06-08
PMC5026727,2016-06-23
PMC5660147,2017-09-26
PMC5878196,2018-02-14
PMC6510886,2018-08-21
PMC6388068,2018-09-25
PMC4598704,2015-08-14
PMC5981282,2018-05-04
PMC6262483,2018-10-23
PMC6262583,2018-10-24
PMC6356610,2018-12-21
PMC6406738,2019-01-26
PMC6466077,2019-03-11
PMC6466638,2019-03-12
PMC6523354,2019-04-02
PMC6523794,2019-04-01
PMC6562760,2019-05-13
PMC6562885,2019-05-24
PMC6562892,2019-05-07
PMC6562924,2019-05-22
PMC6616395,2019-06-12
PMC6616409,2019-06-25
PMC6617047,2019-06-01
PMC6617286,2019-06-24
PMC6138311,2017-02-22
PMC6138320,2018-03-25
PMC6282439,2018-10-01
PMC5032990,2015-06-02
PMC5064620,2015-12-22
PMC5248613,2016-07-27
PMC5638066,2017-05-22
PMC6593690,2019-04-07
PMC2707303,2008-07-25
PMC5218374,2016-10-05
PMC5379588,2016-12-10
PMC5604588,2016-12-07
PMC5786241,2018-01-09
PMC6070107,2018-05-04
PMC6324751,2018-07-14
PMC6526317,2018-09-27
PMC6526321,2018-12-12
PMC6589518,2019-02-02
PMC6612944,2019-03-29
PMC3158543,2011-07-21
PMC6020191,2018-06-26
PMC4284127,2014-12-03
PMC4292741,2014-03-12
PMC4292745,2014-03-11
PMC4479521,2015-04-01
PMC4574806,2015-06-08
PMC5682117,2017-10-19
PMC5945969,2018-04-02
PMC6003028,2018-06-15
PMC5371629,2017-02-24
PMC5773465,2018-01-18
PMC4438354,2014-08-13
PMC4786758,2016-02-26
PMC4223935,2013-10-07
PMC4237725,2014-01-31
PMC5546801,2017-07-25
PMC6032926,2018-04-25
PMC3477878,2012-04-24
PMC4269343,2014-10-31
PMC5913643,2018-02-14
PMC5961317,2018-03-05
PMC6158759,2018-07-13
PMC6311951,2018-10-11
PMC3329227,2012-01-10
PMC3396452,2012-08-31
PMC5738597,2017-05-18
PMC5890626,2018-01-17
PMC5909743,2017-06-28
PMC5909749,2018-02-03
PMC5909753,2018-01-17
PMC6225799,2018-07-20
PMC6317448,2018-07-19
PMC6579551,2019-03-16
PMC5149564,2016-02-11
PMC4790365,2014-07-25
PMC5485445,2017-06-06
PMC5872120,2018-01-29
PMC5872123,2018-02-13
PMC6023079,2018-03-21
PMC6315377,2018-10-15
PMC6627115,2019-06-05
PMC6627717,2019-06-06
PMC4969056,2016-06-07
PMC6365257,2019-01-11
PMC4249533,2014-12-31
PMC4432211,2015-03-16
PMC4776018,2016-01-11
PMC4808225,2016-02-08
PMC4879404,2016-04-11
PMC4879409,2016-04-11
PMC4914657,2016-05-26
PMC4914660,2016-05-02
PMC4958194,2016-05-31
PMC5118997,2016-09-19
PMC5404519,2017-02-21
PMC5404559,2017-02-27
PMC5527654,2017-06-05
PMC5571344,2017-07-03
PMC5700317,2017-10-09
PMC5740357,2017-10-16
PMC5786761,2017-12-11
PMC5913925,2018-01-16
PMC5923093,2018-02-26
PMC5923105,2018-02-20
PMC5923160,2018-02-20
PMC6021634,2018-04-30
PMC6105825,2018-05-21
PMC6125530,2018-06-18
PMC6125532,2018-06-25
PMC6153818,2018-08-13
PMC6201123,2018-08-27
PMC6256756,2018-10-08
PMC6355594,2018-11-26
PMC6535554,2019-03-25
PMC6591593,2019-04-15
PMC5930415,2018-05-02
PMC5984795,2018-06-01
PMC6360694,2019-02-04
PMC6391786,2019-02-27
PMC6434864,2019-03-25
PMC4808750,2016-01-04
PMC6262571,2018-11-21
PMC6356878,2019-01-01
PMC6563055,2019-05-10
PMC4492677,2015-07-10
PMC4921903,2016-06-10
PMC5695745,2018-01-01
PMC5737722,2018-01-20
PMC6080119,2018-09-20
PMC6338670,2018-12-27
PMC3133707,2011-05-28
PMC4387256,2015-03-01
PMC5486852,2017-04-05
PMC5816093,2017-09-30
PMC5945754,2018-02-19
PMC6097733,2018-03-01
PMC4077593,2014-06-03
PMC4433549,2015-01-07
PMC4614812,2015-09-14
PMC5846289,2018-02-21
PMC6205361,2018-10-01
PMC6343818,2018-12-18
PMC6481908,2019-03-28
PMC6481909,2019-03-28
PMC6324214,2018-08-22
PMC6481730,2018-12-20
PMC6481819,2019-02-08
PMC6598962,2019-04-15
PMC3593083,2013-01-17
PMC6195225,2018-07-07
PMC4249192,2014-12-01
PMC4542246,2015-07-06
PMC4561688,2015-07-24
PMC4579418,2015-08-07
PMC4579443,2015-08-07
PMC4784049,2015-12-28
PMC4907197,2016-04-22
PMC4907200,2016-04-22
PMC4959059,2016-03-11
PMC4959157,2016-04-08
PMC4959193,2016-05-06
PMC4959196,2016-05-06
PMC4959240,2016-03-18
PMC4959480,2016-02-12
PMC4968547,2016-06-24
PMC4984271,2016-04-29
PMC4984280,2016-05-20
PMC5007785,2016-07-15
PMC5068157,2016-08-12
PMC5086546,2016-09-02
PMC5118914,2016-09-30
PMC5118932,2016-10-07
PMC5311399,2016-12-21
PMC5311406,2016-12-16
PMC5311410,2016-12-16
PMC5359482,2017-01-23
PMC5411493,2017-03-24
PMC5452814,2017-04-14
PMC5452816,2017-04-07
PMC5452829,2017-04-07
PMC5514676,2017-05-26
PMC5583490,2017-07-21
PMC5666144,2017-09-15
PMC5772249,2017-11-17
PMC5795077,2017-12-08
PMC5812927,2017-12-15
PMC5812929,2017-12-21
PMC5812937,2017-12-21
PMC5812944,2017-12-21
PMC5812945,2018-01-12
PMC5812949,2017-12-21
PMC5835744,2018-01-12
PMC5835753,2018-01-05
PMC5881045,2018-03-02
PMC5930311,2018-03-02
PMC5930333,2018-02-23
PMC5930336,2018-02-23
PMC5930344,2018-03-02
PMC5930379,2018-03-09
PMC6007096,2018-05-04
PMC6007121,2018-05-04
PMC6029106,2018-05-11
PMC6070768,2018-06-18
PMC6102980,2018-06-29
PMC6102989,2018-06-18
PMC6122004,2018-07-06
PMC6193381,2018-08-17
PMC6210107,2018-09-07
PMC6238047,2018-09-28
PMC6293099,2018-10-26
PMC6328761,2018-11-02
PMC6328780,2018-10-26
PMC6344614,2018-11-26
PMC6344633,2018-11-16
PMC6344634,2018-11-26
PMC6365825,2018-11-30
PMC6384099,2018-12-21
PMC6414377,2019-01-11
PMC6414381,2019-01-11
PMC6414393,2019-01-18
PMC6450020,2019-02-15
PMC6495749,2019-03-01
PMC6498148,2019-03-08
PMC6544822,2019-04-12
PMC6581176,2019-04-26
PMC6581177,2019-04-19
PMC6585489,2019-01-25
PMC6585495,2019-02-08
PMC6585499,2019-02-01
PMC6606865,2019-05-10
PMC4431677,2015-05-20
PMC3145087,2011-06-25
PMC3586070,2012-05-05
PMC4139590,2014-07-23
PMC4286631,2014-06-21
PMC4513208,2015-06-20
PMC4947488,2016-05-17
PMC4947489,2016-05-21
PMC5119848,2016-07-27
PMC5219019,2016-11-29
PMC5320011,2016-12-01
PMC5486822,2017-03-15
PMC5569662,2017-08-04
PMC5719808,2017-10-10
PMC5794824,2018-01-06
PMC5847190,2018-01-24
PMC5932091,2018-04-02
PMC5932094,2018-03-29
PMC5999129,2018-05-03
PMC6153640,2018-07-27
PMC6208964,2018-10-09
PMC6311185,2018-10-24
PMC6373200,2018-12-07
PMC6447522,2019-03-04
PMC6536469,2019-05-06
PMC6214322,2018-08-24
PMC4103110,2014-04-18
PMC4103116,2013-12-03
PMC4103148,2013-09-02
PMC4103479,2014-07-10
PMC4103609,2014-02-06
PMC4104715,2014-01-07
PMC4105041,2013-04-30
PMC4105277,2013-03-05
PMC4105364,2013-01-31
PMC4123385,2014-01-07
PMC4162666,2014-08-29
PMC4162667,2014-08-29
PMC4298230,2015-01-05
PMC4332144,2015-01-30
PMC4332146,2015-02-10
PMC4406839,2015-04-07
PMC4435467,2015-05-13
PMC4435468,2015-05-11
PMC4467758,2015-06-08
PMC4467760,2015-06-05
PMC4542943,2015-08-14
PMC4578376,2015-09-16
PMC4610308,2015-10-12
PMC4651628,2015-10-30
PMC4651629,2015-11-04
PMC4651633,2015-11-04
PMC4716778,2016-01-06
PMC4716779,2016-01-07
PMC4850053,2016-04-01
PMC4873269,2016-05-06
PMC4915923,2016-06-16
PMC4948901,2016-07-13
PMC4948903,2016-07-12
PMC5001855,2016-07-29
PMC5001862,2016-08-23
PMC5077287,2016-10-18
PMC5104526,2016-11-03
PMC5231913,2017-01-05
PMC5231916,2017-01-05
PMC5231917,2017-01-05
PMC5231918,2017-01-06
PMC5238702,2016-12-08
PMC5315380,2017-02-07
PMC5315383,2017-02-06
PMC5357120,2017-03-10
PMC5357122,2017-03-14
PMC5357123,2017-03-10
PMC5357124,2017-03-10
PMC5357126,2017-03-14
PMC5400431,2017-04-12
PMC5400432,2017-04-11
PMC5400434,2017-04-11
PMC5400435,2017-04-11
PMC5400436,2017-04-18
PMC5435405,2017-05-08
PMC5435406,2017-05-08
PMC5435407,2017-05-08
PMC5499302,2017-06-12
PMC5546162,2017-07-28
PMC5546165,2017-07-24
PMC5546167,2017-07-19
PMC5546169,2017-07-21
PMC5584814,2017-08-24
PMC5584815,2017-08-24
PMC5584816,2017-08-21
PMC5584817,2017-08-24
PMC5584820,2017-08-24
PMC5628025,2017-09-29
PMC5628026,2017-09-30
PMC5628027,2017-09-28
PMC5628028,2017-09-28
PMC5664966,2017-10-23
PMC5664967,2017-10-19
PMC5664968,2017-10-26
PMC5703181,2017-11-14
PMC5703182,2017-11-14
PMC5703184,2017-11-21
PMC5749817,2017-12-22
PMC5749819,2017-12-21
PMC5749821,2017-12-22
PMC5749822,2017-12-21
PMC5828123,2018-01-31
PMC5828125,2018-01-31
PMC5828129,2018-01-31
PMC5895186,2018-03-31
PMC5895190,2018-03-31
PMC5947606,2018-04-30
PMC5947609,2018-04-30
PMC5947610,2018-04-30
PMC5947613,2018-04-27
PMC5991559,2018-05-23
PMC5991561,2018-05-31
PMC5991582,2018-05-31
PMC6025809,2018-06-26
PMC6025811,2018-06-21
PMC6025813,2018-06-24
PMC6055551,2018-06-30
PMC6055556,2018-06-30
PMC6055568,2018-06-30
PMC6055576,2018-06-30
PMC6110239,2018-08-20
PMC6110241,2018-08-27
PMC6159642,2018-09-21
PMC6159648,2018-09-21
PMC6201723,2018-10-23
PMC6201725,2018-10-25
PMC6201730,2018-10-16
PMC6240450,2018-11-09
PMC6240451,2018-11-14
PMC6240453,2018-11-14
PMC6240454,2018-11-08
PMC6303149,2018-12-11
PMC6303150,2018-12-04
PMC6303151,2018-12-05
PMC6303152,2018-12-10
PMC6303156,2018-12-17
PMC6342175,2019-01-03
PMC6342176,2019-01-07
PMC6384293,2019-01-30
PMC6384295,2019-02-05
PMC6384297,2019-01-30
PMC6384321,2019-02-21
PMC6526642,2019-05-08
PMC6526647,2019-05-13
PMC6526656,2019-05-10
PMC6580982,2019-06-05
PMC6580984,2019-06-14
PMC6580985,2019-06-11
PMC6580987,2019-06-12
PMC6580989,2019-06-13
PMC6636615,2019-07-12
PMC6636617,2019-07-11
PMC4745382,2014-12-24
PMC3502831,2012-11-12
PMC4444560,2015-05-13
PMC4454726,2015-05-21
PMC4543378,2015-08-06
PMC5485487,2017-06-13
PMC6421829,2019-03-03
PMC6525847,2019-05-02
PMC4357563,2015-02-07
PMC3354322,2011-11-24
PMC6299049,2018-12-18
PMC4551554,2015-08-14
PMC4673097,2015-11-25
PMC4873526,2015-07-21
PMC5043007,2015-09-16
PMC5225275,2016-04-30
PMC5306084,2016-05-17
PMC5316400,2016-06-25
PMC5364265,2016-09-03
PMC5399047,2016-12-07
PMC5489644,2016-11-17
PMC5608792,2017-04-01
PMC5773648,2017-07-05
PMC5773652,2017-09-04
PMC5818586,2017-12-21
PMC6063328,2018-06-14
PMC6063347,2018-06-28
PMC2441536,2008-06-04
PMC5958147,2018-02-14
PMC5999160,2018-03-07
PMC4894775,2016-05-25
PMC5321112,2017-02-22
PMC5444426,2017-05-24
PMC6217969,2018-09-06
PMC6221394,2018-09-20
PMC1779405,2006-07-03
PMC1794517,2006-11-16
PMC2206335,2007-06-26
PMC2206345,2007-05-24
PMC2212557,2007-09-27
PMC2374452,2008-01-18
PMC2374470,2008-01-15
PMC2483455,2008-06-03
PMC2575612,2008-08-22
PMC2656226,2008-11-03
PMC2688197,2009-03-27
PMC2688207,2009-04-20
PMC2688208,2009-04-27
PMC2688209,2009-04-23
PMC2688231,2009-01-03
PMC2688239,2009-01-14
PMC2688247,2009-02-03
PMC2688253,2009-02-16
PMC2714155,2009-06-29
PMC2745801,2009-08-06
PMC2787268,2009-09-02
PMC2875639,2010-01-22
PMC2888206,2010-03-30
PMC2911863,2010-05-11
PMC2911867,2010-05-12
PMC2911917,2010-06-24
PMC3003511,2009-11-09
PMC3003526,2009-12-09
PMC3046510,2010-11-04
PMC3046513,2010-11-05
PMC3046537,2010-12-29
PMC3132017,2011-03-02
PMC3132052,2011-04-07
PMC3132058,2011-04-15
PMC3132064,2011-04-26
PMC3218890,2011-05-31
PMC3218904,2011-06-16
PMC3239383,2011-08-31
PMC3308071,2011-09-13
PMC3334628,2011-11-01
PMC3392806,2012-01-20
PMC3392818,2012-02-02
PMC3446415,2012-03-06
PMC3446449,2012-04-16
PMC3446469,2012-04-27
PMC3446479,2012-05-01
PMC3580537,2012-10-18
PMC3580540,2012-10-23
PMC3580570,2012-07-27
PMC3672710,2013-01-29
PMC3672784,2013-01-15
PMC3674607,2012-11-22
PMC3978447,2013-09-03
PMC3978466,2013-10-31
PMC3978582,2013-09-16
PMC3979015,2013-11-15
PMC3979134,2013-07-11
PMC4060385,2014-04-30
PMC4062846,2013-08-30
PMC4062926,2014-05-08
PMC4201740,2014-10-04
PMC4227297,2014-07-10
PMC4295333,2014-12-03
PMC4389585,2015-03-22
PMC4391727,2015-03-05
PMC4392874,2015-03-22
PMC4487200,2015-06-13
PMC4493823,2015-06-17
PMC4511239,2015-07-22
PMC4518531,2015-07-29
PMC4538758,2015-08-18
PMC4625947,2015-10-29
PMC4704539,2015-12-16
PMC4719339,2016-01-20
PMC4719698,2016-01-20
PMC4756531,2016-02-17
PMC4857375,2016-05-04
PMC4869341,2016-05-17
PMC4932708,2016-07-05
PMC4936089,2016-07-07
PMC4942934,2016-07-13
PMC4952232,2016-07-19
PMC4952234,2016-07-19
PMC5053204,2016-10-06
PMC5112667,2016-11-16
PMC5134118,2016-12-01
