journalName,MULTI,NCBI_SRA,EMBL,DDBJ,NCBI_GEO,TCGA,GTEx
Addiction,0,0,0,0,1,0,0
Addict_Res_Theory,0,0,0,0,0,0,0
Addict_Sci_Clin_Pract,0,0,0,0,2,0,0
Adipocyte,0,0,0,0,3,6,0
Adm_Policy_Ment_Health,0,0,0,0,0,0,0
Adm_Sci,0,0,0,0,0,0,0
Adm_Sci_Q,0,0,0,0,0,0,0
Adm_Soc,0,0,0,0,0,0,0
Adolesc_Health_Med_Ther,0,0,0,0,0,0,0
Adolesc_Psychiatry__Hilversum_,0,0,0,0,0,0,0
Adsorption__Boston_,0,0,0,0,0,0,0
Adv_Aging_Res,0,0,0,0,0,0,0
Adv_Anat_Pathol,0,0,0,0,0,0,0
Adv_Appl_Bioinforma_Chem,0,0,0,0,3,0,0
Adv_Appl_Bioinform_Chem,0,0,0,0,1,1,0
Adv_Bioinformatics,1,2,0,0,8,2,0
Adv_Biol_Chem,0,0,0,0,0,0,0
Adv_Biol_Regul,0,0,0,0,0,0,0
Adv_Biomed_Res,0,0,0,0,1,11,0
Adv_Biosci_Biotechnol,0,0,0,0,0,1,0
Adv_Biosci_Clin_Med,0,0,0,0,0,0,0
Adv_Biosyst,0,0,0,0,0,0,0
Adv_Biotechnol_Microbiol,0,0,0,0,0,0,0
Adv_Breast_Cancer_Res,0,0,0,0,0,0,0
Adv_Cancer_Prev,0,0,0,0,0,0,0
Adv_Chronic_Kidney_Dis,0,0,0,0,0,0,0
Adv_Cogn_Psychol,0,0,0,0,0,0,0
Adv_Data_Anal_Classif,0,0,0,0,0,0,0
Adv_Database_Technol,0,0,0,0,0,0,0
Adv_Differ_Equ,0,0,0,0,0,0,0
Adv_Dis_Control_Prev,0,0,0,0,0,0,0
Adv_Drug_Deliv_Rev,0,0,0,0,0,0,0
Adv_Eat_Disord,0,0,0,0,0,0,0
Adv_Emerg_Nurs_J,0,0,0,0,0,0,0
Adv_Energy_Mater,0,0,0,0,0,0,0
Adv_Eng_Mater,0,0,0,0,0,0,0
Adv_Eng_Softw,0,0,0,0,0,0,0
Adv_Enzyme_Regul,0,0,0,0,0,0,0
Adv_Enzyme_Res,0,0,0,0,0,0,0
Adv_Epidemiol,0,0,0,0,0,0,0
Adv_Exp_Med_Biol,0,0,0,0,0,0,0
Adv_Funct_Mater,0,0,0,0,0,0,0
Adv_Genet_Eng,0,0,0,0,0,0,0
Adv_Genomics_Genet,0,0,0,0,0,0,0
Adv_Geriatr,0,0,0,0,0,0,0
Adv_Geriatr_Med_Res,0,0,0,0,0,0,0
Adv_Health_Care_Technol,0,0,0,0,0,0,0
Adv_Healthc_Mater,0,0,0,0,0,0,0
Adv_Health_Sci_Educ_Theory_Pract,0,0,0,0,0,0,0
Adv_Hematol,0,0,0,0,2,1,0
Adv_Infect_Dis,0,0,0,0,0,0,0
Adv_J_Emerg_Med,0,0,0,0,0,0,0
Adv_J_Mol_Imaging,0,0,0,0,0,0,0
Adv_Life_Course_Res,0,0,0,0,0,0,0
Adv_Lung_Cancer__Irvine_,0,0,0,0,0,0,0
Adv_Mater,0,0,0,0,0,0,0
Adv_Mater_Interfaces,0,0,0,0,0,0,0
Adv_Math__N_Y_,0,0,0,0,0,0,0
Adv_Med,0,0,0,0,0,2,0
Adv_Med_Educ_Pract,0,0,0,0,0,0,0
Adv_Med_Ethics,0,0,0,0,0,0,0
Adv_Microbiol,0,0,0,0,0,1,0
Adv_Model_Simul_Eng_Sci,0,0,0,0,0,0,0
Adv_Mod_Oncol_Res,1,0,0,0,0,0,0
Adv_Neonatal_Care,0,0,0,0,0,0,0
Adv_Nutr,0,0,0,0,0,0,0
Adv_Opt_Mater,0,0,0,0,0,0,0
Adv_Orthop,0,0,0,0,0,0,0
Adv_Pediatr_Res,0,1,0,0,0,0,0
Adv_Pharmacol_Sci,0,1,1,0,1,2,0
Adv_Pharm_Bull,0,0,0,0,0,2,0
Adv_Phys,0,0,0,0,0,0,0
Adv_Physiother,0,0,0,0,0,0,0
Adv_Phys_X,0,0,0,0,0,0,0
Adv_Prev_Med,0,0,0,0,3,0,0
Adv_Public_Health,0,0,0,0,0,0,0
Adv_Radiat_Oncol,0,0,0,0,1,1,0
Adv_Rare_Dis,0,0,0,0,0,0,0
Adv_Res,0,0,0,0,0,0,0
Adv_Sch_Ment_Health_Promot,0,0,0,0,0,0,0
Adv_Sci__Weinh_,0,0,0,0,0,0,0
Adv_Simul__Lond_,0,0,0,0,0,0,0
Adv_Skin_Wound_Care,0,0,0,0,0,0,0
Adv_Space_Res,0,0,0,0,0,0,0
Adv_Stat,0,0,0,0,0,0,0
Adv_Struct_Chem_Imaging,0,0,0,0,0,0,0
Adv_Synth_Catal,0,0,0,0,0,0,0
Adv_Tech_Biol_Med,0,0,0,0,0,0,0
Adv_Ther,0,0,0,0,0,0,0
Adv_Urol,0,0,0,0,1,3,0
Adv_Vasc_Med,0,0,0,0,0,0,0
Adv_Virol,1,0,0,1,2,4,0
Adv_Water_Resour,0,0,0,0,0,0,0
Adv_Wound_Care__New_Rochelle_,0,0,0,0,0,0,0
AEM_Educ_Train,0,0,0,0,0,0,0
AERA_Open,0,0,0,0,0,0,0
Aerobiologia__Bologna_,0,0,0,0,0,0,0
Aerosol_Sci_Technol,0,0,0,0,0,0,0
Aerospace__Basel_,0,0,0,0,0,0,0
Aesthetic_Plast_Surg,0,0,0,0,0,0,0
Aesthet_Surg_J,0,0,0,0,0,0,0
Afr_Archaeol_Rev,0,0,0,0,0,0,0
Afr_Health_Sci,1,0,0,0,0,5,0
Africa__Lond_,0,0,0,0,0,0,0
Afr_J_AIDS_Res,0,0,0,0,0,0,0
Afr_J_Disabil,0,0,0,0,0,0,0
Afr_J_Ecol,0,0,0,0,0,0,0
Afr_J_Emerg_Med,0,0,0,0,0,0,0
Afr_J_Environ_Sci_Tech,0,0,0,0,0,0,0
Afr_J_Health_Prof_Educ,0,0,0,0,0,0,0
Afr_J_Infect_Dis,0,0,0,0,0,1,0
Afr_J_Lab_Med,0,0,0,0,5,1,0
Afr_J_Paediatr_Surg,0,0,0,0,0,0,0
Afr_J_Prim_Health_Care_Fam_Med,0,0,0,0,1,0,0
Afr_J_Tradit_Complement_Altern_Med,0,0,0,0,0,2,0
Age_Ageing,0,0,0,0,4,0,0
Age__Dordr_,0,0,0,0,0,0,0
Ageing_Int,0,0,0,0,0,0,0
Ageing_Res_Rev,0,0,0,0,0,0,0
Ageing_Soc,0,0,0,0,0,0,0
Agenda,0,0,0,0,0,0,0
Aggress_Behav,0,0,0,0,0,0,0
Aggress_Violent_Behav,0,0,0,0,0,0,0
Aging__Albany_NY_,0,0,0,0,0,0,0
Aging_Cell,10,1,0,0,60,35,5
Aging_Clin_Exp_Res,0,0,0,0,2,0,0
Aging_Dis,0,0,0,0,2,7,0
Aging_Male,0,0,0,0,0,0,0
Aging_Med__Milton_,0,0,0,0,0,0,0
Aging_Ment_Health,0,0,0,0,0,0,0
Agric,0,0,0,0,0,0,0
Agric_Econ,0,0,0,0,0,0,0
Agric_Ecosyst_Environ,0,0,0,0,0,0,0
Agric_For_Entomol,0,0,0,0,0,0,0
Agric_For_Meteorol,0,0,0,0,0,0,0
Agric_Human_Values,0,0,0,0,0,0,0
Agric_Res_Technol,0,0,0,0,0,0,0
Agric_Syst,0,0,0,0,0,0,0
Agric_Water_Manag,0,0,0,0,0,0,0
Agron_Sustain_Dev,0,0,0,0,0,0,0
AIChE_J,0,0,0,0,0,0,0
AIDS,0,0,0,0,2,0,0
AIDS_Behav,0,0,0,0,6,0,0
AIDS_Care,0,0,0,0,0,0,0
AIDS_Patient_Care_STDS,0,0,0,0,0,0,0
AIDS_Res_Hum_Retroviruses,0,0,0,0,0,1,0
AIDS_Res_Ther,0,0,0,0,1,7,0
AIDS_Res_Treat,0,0,0,0,3,0,0
AIMS_Allergy_Immunol,0,0,0,0,0,0,0
AIMS_Bioeng,0,0,0,0,0,0,0
AIMS_Biophys,0,0,0,0,0,1,0
AIMS_Environ_Sci,0,0,0,0,0,0,0
AIMS_Genet,0,0,0,0,0,1,0
AIMS_Mater_Sci,0,0,0,0,0,0,0
AIMS_Med_Sci,0,0,0,0,0,0,0
AIMS_Microbiol,1,4,0,0,1,4,0
AIMS_Mol_Sci,0,0,0,0,0,0,0
AIMS_Neurosci,0,0,0,0,0,0,0
AIMS_Public_Health,0,0,0,0,0,0,0
AIP_Adv,0,0,0,0,0,0,0
Air_Qual_Atmos_Health,0,0,0,1,0,0,0
AI_Soc,0,0,0,0,0,0,0
AJNR_Am_J_Neuroradiol,0,0,0,0,0,0,0
AJOB_Empir_Bioeth,0,0,0,0,0,0,0
AJOB_Neurosci,0,0,0,0,0,0,0
AJOB_Prim_Res,0,0,0,0,0,0,0
AJP_Rep,0,0,0,0,0,0,0
Alcohol,0,0,0,0,0,0,0
Alcohol_Alcohol,0,0,0,0,0,0,0
Alcohol_Clin_Exp_Res,0,0,0,0,0,1,0
Alcohol_Res,0,0,0,0,0,0,0
Alcohol_Res_Health,0,0,0,0,0,0,0
Alcohol_Treat_Q,0,0,0,0,0,0,0
Algal_Res,0,0,0,0,0,0,0
Algorithmica,0,0,0,0,0,0,0
Algorithms,0,0,0,0,0,0,0
Algorithms_Mol_Biol,5,6,2,0,11,7,0
Aliment_Pharmacol_Ther,0,0,1,0,0,0,0
Allergo_J_Int,0,0,0,0,0,0,0
Allergol_Int,0,0,0,0,0,0,0
Allergol_Select,0,0,0,0,0,0,0
Allergy,0,0,0,0,1,1,1
Allergy_Asthma_Clin_Immunol,0,0,0,0,1,3,1
Allergy_Asthma_Immunol_Res,0,0,0,0,2,8,1
Allergy_Asthma_Proc,0,0,0,0,0,0,0
Allergy_Rhinol__Providence_,0,0,0,0,0,0,0
Alp_Bot,0,0,0,0,0,0,0
Alternatives__Boulder_,0,0,0,0,0,0,0
Altern_Complement_Ther,0,0,0,0,0,0,0
Altern_Integr_Med,0,0,0,0,0,0,0
ALTEX,0,0,0,0,0,0,0
Alzheimer_Dis_Assoc_Disord,0,0,0,0,0,0,0
Alzheimers_Dement,0,0,0,0,1,0,0
Alzheimers_Dement__Amst_,0,0,0,0,0,0,0
Alzheimers_Dement__N_Y_,0,0,0,0,0,0,0
Alzheimers_Res_Ther,1,0,0,0,32,3,1
Am_Anthropol,0,0,0,0,0,0,0
Am_Behav_Sci,0,0,0,0,0,0,0
AMB_Express,8,69,2,3,5,127,0
Ambio,0,1,0,0,0,0,0
Ambix,0,0,0,0,0,0,0
Am_Heart_J,0,0,0,0,0,0,0
AMIA_Jt_Summits_Transl_Sci_Proc,2,0,0,0,7,15,1
Amino_Acids,0,0,0,0,0,4,0
Am_J_Addict,0,0,0,0,0,0,0
Am_J_Alzheimers_Dis_Other_Demen,0,0,0,0,0,0,0
Am_J_Analyt_Chem,0,0,0,0,0,0,0
Am_J_Audiol,0,0,0,0,0,0,0
Am_J_Bioeth,0,0,0,0,0,0,0
Am_J_Biostat,0,0,0,0,0,0,0
Am_J_Cancer_Sci,0,0,0,0,0,0,0
Am_J_Cardiol,0,0,0,0,0,0,0
Am_J_Cardiovasc_Drugs,0,0,0,0,0,0,0
Am_J_Case_Rep,0,0,0,0,0,0,0
Am_J_Clin_Dermatol,0,0,0,0,0,0,0
Am_J_Clin_Nutr,0,0,0,0,2,0,0
Am_J_Clin_Oncol,0,0,0,0,0,0,0
Am_J_Clin_Pathol,0,0,0,0,1,0,0
Am_J_Community_Psychol,0,0,0,0,0,0,0
Am_J_Dance_Ther,0,0,0,0,0,0,0
Am_J_Dent_Sci,0,0,0,0,0,0,0
Am_J_Dermatopathol,0,0,0,0,0,0,0
Am_J_Drug_Alcohol_Abuse,0,0,0,0,0,0,0
Am_J_Emerg_Med,0,0,0,0,0,0,0
Am_J_Epidemiol,0,0,0,0,1,0,1
Am_J_Eval,0,0,0,0,0,0,0
Am_J_Forensic_Med_Pathol,0,0,0,0,0,0,0
Am_J_Gastroenterol,0,0,0,0,0,0,0
Am_J_Gastroenterol_Suppl,0,0,0,0,0,0,0
Am_J_Geriatr_Psychiatry,0,0,0,0,0,0,0
Am_J_Health_Educ,0,0,0,0,0,0,0
Am_J_Health_Sci,0,0,0,0,0,0,0
Am_J_Health_Syst_Pharm,0,0,0,0,0,0,0
Am_J_Hematol,0,0,0,0,0,0,0
Am_J_Hosp_Palliat_Care,0,0,0,0,0,0,0
Am_J_Hum_Biol,0,0,0,0,0,0,0
Am_J_Hum_Genet,1,1,2,0,0,0,7
Am_J_Hypertens,0,0,0,0,0,1,0
Am_J_Ind_Med,0,0,0,0,0,0,0
Am_J_Infect_Control,0,0,0,0,0,0,0
Am_J_Kidney_Dis,0,0,0,0,0,0,0
Am_J_Lifestyle_Med,0,0,0,0,0,0,0
Am_J_Med,0,0,0,0,0,0,0
Am_J_Med_Case_Rep,0,0,0,0,0,0,0
Am_J_Med_Genet_A,0,0,0,0,0,0,0
Am_J_Med_Genet_B_Neuropsychiatr_Genet,0,0,0,0,0,0,0
Am_J_Med_Genet_C_Semin_Med_Genet,0,0,0,0,0,0,0
Am_J_Med_Qual,0,0,0,0,0,0,0
Am_J_Med_Sci,0,0,0,0,0,0,0
Am_J_Mens_Health,0,0,0,0,0,0,0
Am_J_Mol_Biol,0,0,0,0,0,0,0
Am_J_Obstet_Gynecol,0,0,0,0,0,0,0
Am_J_Occup_Ther,0,0,0,0,0,0,0
Am_J_Ophthalmol,0,0,0,0,0,0,0
Am_J_Ophthalmol_Case_Rep,0,0,0,0,0,0,0
Am_J_Pathol,2,0,0,0,1,0,0
Am_J_Perinatol,0,0,0,0,0,0,0
Am_J_Phys_Anthropol,0,1,0,0,0,0,0
Am_J_Physiol_Cell_Physiol,0,0,0,0,1,2,0
Am_J_Physiol_Endocrinol_Metab,0,0,0,0,4,2,0
Am_J_Physiol_Gastrointest_Liver_Physiol,0,0,0,0,2,2,0
Am_J_Physiol_Heart_Circ_Physiol,0,0,0,0,0,1,0
Am_J_Physiol_Lung_Cell_Mol_Physiol,0,0,0,0,1,1,0
Am_J_Physiol_Regul_Integr_Comp_Physiol,0,0,0,0,1,1,0
Am_J_Physiol_Renal_Physiol,0,0,0,0,1,1,0
Am_J_Phys_Med_Rehabil,0,0,0,0,0,0,0
Am_J_Plant_Sci,0,0,0,0,0,0,0
Am_J_Pol_Sci,0,0,0,0,0,0,0
Am_J_Prev_Med,0,0,0,0,0,0,0
Am_J_Primatol,0,0,0,0,0,0,0
Am_J_Psychiatry,0,0,0,0,0,0,0
Am_J_Public_Health,0,0,0,0,0,0,0
Am_J_Reprod_Immunol,0,0,0,0,0,1,0
Am_J_Respir_Cell_Mol_Biol,0,0,0,0,0,0,0
Am_J_Respir_Crit_Care_Med,0,0,0,0,0,0,1
Am_J_Rhinol_Allergy,0,0,0,0,0,0,0
Am_J_Sex_Educ,0,0,0,0,0,0,0
Am_J_Speech_Lang_Pathol,0,0,0,0,0,0,0
Am_J_Sports_Med,0,0,0,0,0,0,0
Am_J_Surg_Pathol,0,0,0,0,0,1,0
Am_J_Ther,0,0,0,0,0,0,0
Am_J_Transplant,0,1,0,0,3,0,0
Am_J_Trop_Med_Hyg,0,0,1,0,2,12,0
Am_J_Virol,0,0,0,0,0,0,0
Am_Med_J,0,0,0,0,0,0,0
Am_Nat,0,0,0,0,0,0,0
Amphib_Reptil,0,0,0,0,0,0,0
Amphib_Reptile_Conserv,0,0,0,0,0,0,0
Am_Sociol,0,0,0,0,0,0,0
AMS_Public_Health,0,0,0,0,0,0,0
Am_Stat,0,0,0,0,0,0,0
Amyloid,0,0,0,0,0,0,0
Amyotroph_Lateral_Scler,0,0,0,0,0,0,0
Amyotroph_Lateral_Scler_Frontotemporal_Degener,0,0,0,0,0,0,0
Anaerobe,0,0,0,0,0,1,0
Anaesth_Anaesth,0,0,0,0,0,0,0
Anaesthesia,0,0,0,0,0,0,0
Anaesthesist,0,0,0,0,0,0,0
Anal_Bioanal_Chem,0,1,0,0,0,8,0
Anal_Biochem,0,0,0,0,0,1,0
Anal_Cell_Pathol,0,0,0,0,0,0,0
Anal_Cell_Pathol__Amst_,0,0,0,0,0,0,0
Anal_Chem,0,1,0,0,0,7,0
Anal_Chem_Insights,1,0,0,0,0,0,0
Anal_Chim_Acta,0,0,0,0,0,0,0
Anal_Lett,0,0,0,0,0,0,0
Anal_Methods,0,0,0,0,0,0,0
Analyst,0,0,0,0,0,0,0
Anat_Cell_Biol,0,0,0,0,1,1,0
Anat_Histol_Embryol,0,0,0,0,0,0,0
Anatol_J_Cardiol,0,0,0,0,0,3,0
Anatomy,0,0,0,0,0,0,0
Anat_Physiol,0,0,0,0,0,0,0
Anat_Rec__Hoboken_,0,0,0,0,0,0,0
Anat_Res_Int,0,0,0,0,0,0,0
Anat_Sci_Educ,0,0,0,0,0,0,0
Anat_Sci_Int,0,0,0,0,0,0,0
An_Bras_Dermatol,0,0,0,0,0,2,0
Anc_Sci_Life,0,0,0,0,0,0,0
Andrologia,0,0,0,0,0,0,0
Andrology,0,0,0,0,1,0,0
Andrology__Los_Angel_,0,0,0,0,0,0,0
Anemia,0,0,0,0,0,2,0
Anesth_Analg,0,0,0,0,0,0,0
Anesthesiol_Case_Rep,0,0,0,0,0,0,0
Anesthesiol_Res_Pract,0,0,0,0,0,0,0
Anesth_Essays_Res,0,0,0,0,0,0,0
Anesth_Pain_Med,0,0,0,0,0,0,0
Angelaki,0,0,0,0,0,0,0
Angew_Chem_Int_Ed_Engl,0,0,0,0,0,1,0
Angew_Chem_Weinheim_Bergstr_Ger,0,0,0,0,0,0,0
Angiogenesis,2,0,0,0,5,4,0
Angiology,0,0,0,0,0,0,0
Angiol_Open_Access,0,0,0,0,0,0,0
Anim,0,0,0,0,0,0,0
Animal,0,0,0,0,0,1,0
Animal_Cells_Syst__Seoul_,0,0,0,0,0,0,0
Animal_Model_Exp_Med,0,0,0,0,1,3,0
Animals__Basel_,0,0,0,0,0,0,0
Anim_Behav,0,0,0,0,0,0,0
Anim_Behav_Cogn,0,0,0,0,0,0,0
Anim_Biotechnol,0,0,0,0,0,0,0
Anim_Cells_Syst__Seoul_,0,0,0,0,0,0,0
Anim_Cogn,0,0,0,0,0,0,0
Anim_Feed_Sci_Technol,0,0,0,0,0,0,0
Anim_Genet,0,3,1,0,1,0,0
Anim_Health_Res_Rev,0,0,0,0,0,0,0
Anim_Nutr,1,1,0,0,0,6,0
Anim_Reprod_Sci,0,0,0,0,0,0,0
Anim_Sci_J,0,0,0,0,0,2,0
Anim_Welf,0,0,0,0,0,0,0
Ann_Afr_Med,0,0,0,0,0,0,0
Ann_Allergy_Asthma_Immunol,0,0,0,0,0,0,0
Ann_Am_Acad_Pol_Soc_Sci,0,0,0,0,0,0,0
Ann_Am_Assoc_Geogr,0,0,0,0,0,0,0
Ann_Am_Thorac_Soc,0,0,0,0,0,0,0
Ann_Anat,0,0,0,0,0,0,0
Ann_Appl_Biol,0,0,0,0,0,1,0
Ann_Behav_Med,0,0,0,0,0,0,0
Ann_Biomed_Eng,0,0,0,0,0,1,0
Ann_Bot,1,7,1,0,3,2,0
Ann_Card_Anaesth,0,0,0,0,0,0,0
Ann_Chim,0,0,0,0,0,0,0
Ann_Clin_Biochem,0,0,0,0,0,0,0
Ann_Clin_Microbiol_Antimicrob,0,1,0,0,1,44,0
Ann_Clin_Transl_Neurol,2,0,0,0,6,10,3
Ann_Coloproctol,0,0,0,0,0,0,0
Ann_Dermatol,0,0,0,0,0,5,0
Ann_Dyslexia,0,0,0,0,0,0,0
Ann_Emerg_Med,0,0,0,0,0,0,0
Ann_Endocrinol__Paris_,0,0,0,0,0,0,0
Ann_Entomol_Soc_Am,0,0,0,0,0,1,0
Ann_Epidemiol,0,0,0,0,0,0,0
Ann_Epidemiol_Public_Health,0,0,0,0,0,0,0
Ann_For_Sci,0,0,0,0,0,0,0
Ann_Gastroenterol,0,0,0,0,1,2,0
Ann_Gastroenterol_Dig_Disord,0,0,0,0,0,0,0
Ann_Gastroenterol_Surg,0,0,0,0,0,2,0
Ann_Genet_Sel_Anim,0,0,0,0,0,0,0
Ann_Gen_Hosp_Psychiatry,0,0,0,0,2,0,0
Ann_Gen_Psychiatry,0,0,0,0,10,0,0
Ann_Geophys,0,0,0,0,0,0,0
Ann_Glob_Anal_Geom__Dordr_,0,0,0,0,0,0,0
Ann_Glob_Health,0,0,0,0,0,0,0
Ann_Hematol,0,0,0,0,1,2,0
Ann_Hepatobiliary_Pancreat_Surg,0,0,0,0,0,1,0
Ann_Hum_Biol,0,0,0,0,0,0,0
Ann_Hum_Genet,0,0,0,0,0,0,0
Ann_Ib_Postgrad_Med,0,0,0,0,0,0,0
Ann_Indian_Acad_Neurol,0,0,0,0,0,0,0
