journal,pmc_ID,accession,converted_accession,repository,pmc_date,repository_date,species,hardware,library_strategy,sraAvg_length,sraBases,sraAccess,today,time_public,reuse_count,norm_reuse_count,reuse_role,pub_delay,class
BMC_Genomics,PMC4815211,SRP042620,GSE58135,GEO,2016-03-31,2014-06-11,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,6.5013698630136965,18,2.7686472819216186,R,,RNA-Seq
BMC_Genomics,PMC5905132,SRP057196,GSE67835,GEO,2018-04-17,2015-05-20,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,5.561643835616438,35,6.293103448275862,R,,RNA-Seq
BMC_Genomics,PMC6101066,SRP002628,GSE22260,GEO,2018-08-13,2011-05-02,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.613698630136986,17,1.76831005984611,R,,RNA-Seq
BMC_Genomics,PMC6123912,SRR445718,GSE36552,GEO,2018-09-04,2013-08-10,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.336986301369863,56,7.632561613144138,R,,RNA-Seq
BMC_Genomics,PMC6186049,PRJNA183713,GSE42891,GEO,2018-10-12,2014-05-27,Brassica oleracea,high-throughput sequencing,RNA-Seq,,,,2020-12-09,6.542465753424658,16,2.4455611390284755,R,,RNA-Seq
BMC_Genomics,PMC6186049,PRJNA185152,GSE43245,GEO,2018-10-12,2013-10-09,Brassica rapa,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.172602739726028,16,2.230710466004584,R,,RNA-Seq
BMC_Genomics,PMC6444640,PRJNA218851,GSE50760,GEO,2019-04-02,2014-08-31,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,6.279452054794521,31,4.936736474694589,R,,RNA-Seq
BMC_Genomics,PMC6545021,SRP011546,GSE36552,GEO,2019-05-31,2013-08-10,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.336986301369863,56,7.632561613144138,R,,RNA-Seq
BMC_Genomics,PMC6958677,PRJNA177791,GSE41637,GEO,2020-01-13,2012-12-21,Bos taurus;Gallus gallus;Macaca mulatta;Mus musculus;Rattus norvegicus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.972602739726027,29,3.63745704467354,R,,RNA-Seq
BMC_Genomics,PMC7057487,SRR306710,GSE30352,GEO,2020-03-04,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Genomics,PMC7057487,SRR306713,GSE30352,GEO,2020-03-04,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
Algorithms_Mol_Biol,PMC5322684,SRR315315,GSE30567,GEO,2017-02-22,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Algorithms_Mol_Biol,PMC5322684,SRR315316,GSE30567,GEO,2017-02-22,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Algorithms_Mol_Biol,PMC5322684,SRR534309,GSE30567,GEO,2017-02-22,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Algorithms_Mol_Biol,PMC5322684,SRR534310,GSE30567,GEO,2017-02-22,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Biotechnol_Biofuels,PMC5840672,SRR334213,GSE31012,GEO,2018-03-07,2012-09-13,Crassostrea gigas,high-throughput sequencing,RNA-Seq,,,,2020-12-09,8.243835616438357,22,2.6686606846128282,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307897,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307898,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307901,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307902,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307907,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307908,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307911,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307912,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307915,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR307916,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRX110318,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4673974,SRR387661,GSE30567,GEO,2015-08-26,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC4481695,SRR689233,GSE44183,GEO,2015-02-02,2013-07-29,Homo sapiens;Mus musculus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.36986301369863,22,2.9851301115241635,R,,RNA-Seq
Bioinformatics,PMC4481695,SRR445718,GSE36552,GEO,2015-02-02,2013-08-10,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.336986301369863,56,7.632561613144138,R,,RNA-Seq
Bioinformatics,PMC4481695,SRR490961,GSE36552,GEO,2015-02-02,2013-08-10,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.336986301369863,56,7.632561613144138,R,,RNA-Seq
Bioinformatics,PMC4547610,SRR445718,GSE36552,GEO,2015-04-24,2013-08-10,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.336986301369863,56,7.632561613144138,R,,RNA-Seq
Bioinformatics,PMC4547610,SRR490961,GSE36552,GEO,2015-04-24,2013-08-10,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.336986301369863,56,7.632561613144138,R,,RNA-Seq
Bioinformatics,PMC4547610,SRR689233,GSE44183,GEO,2015-04-24,2013-07-29,Homo sapiens;Mus musculus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.36986301369863,22,2.9851301115241635,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR534319,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR534291,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR545695,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR387661,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR307911,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR545723,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR315323,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR307903,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR315334,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC5870651,SRR534307,GSE30567,GEO,2017-07-12,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Bioinformatics,PMC6581436,SRP001540,GSE19480,GEO,2018-11-03,2010-02-28,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,10.786301369863011,20,1.854203708407417,R,,RNA-Seq
BMC_Med_Genomics,PMC5446763,PRJNA177791,GSE41637,GEO,2017-05-26,2012-12-21,Bos taurus;Gallus gallus;Macaca mulatta;Mus musculus;Rattus norvegicus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,7.972602739726027,29,3.63745704467354,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306857,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306858,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306838,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306839,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306840,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306841,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306842,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC5069797,SRR306843,GSE30352,GEO,2016-10-18,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
BMC_Bioinformatics,PMC4667447,SRP014559,GSE31012,GEO,2015-12-02,2012-09-13,Crassostrea gigas,high-throughput sequencing,RNA-Seq,,,,2020-12-09,8.243835616438357,22,2.6686606846128282,R,,RNA-Seq
BMC_Bioinformatics,PMC3622641,SRP002628,GSE22260,GEO,2013-04-10,2011-05-02,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.613698630136986,17,1.76831005984611,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR307911,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR307912,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR387661,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR307903,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR534319,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR545695,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR534307,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6469118,SRR545723,GSE30567,GEO,2019-04-16,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
BMC_Bioinformatics,PMC6659269,SRR534301,GSE30567,GEO,2019-07-25,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Biol_Open,PMC5898268,SRR306844,GSE30352,GEO,2018-03-15,2011-10-13,Gallus gallus;Gorilla gorilla;Homo sapiens;Macaca mulatta;Monodelphis domestica;Mus musculus;Ornithorhynchus anatinus;Pan paniscus;Pan troglodytes;Pongo pygmaeus,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.164383561643836,47,5.128550074738415,R,,RNA-Seq
Biomed_Res_Int,PMC4131566,SRR534301,GSE30567,GEO,2014-07-24,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Biomed_Res_Int,PMC5664375,SRP042161,GSE57872,GEO,2017-10-17,2014-06-12,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,6.4986301369863035,22,3.3853288364249576,R,,RNA-Seq
Am_J_Hum_Genet,PMC6407525,SRR307898,GSE30567,GEO,2019-02-28,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Am_J_Hum_Genet,PMC6407496,SRR307897,GSE30567,GEO,2019-02-28,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Am_J_Hum_Genet,PMC6407496,SRR307898,GSE30567,GEO,2019-02-28,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC5203714,SRR545713,GSE30567,GEO,2016-12-30,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC5203714,SRP007461,GSE30567,GEO,2016-12-30,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC5203714,SRR545716,GSE30567,GEO,2016-12-30,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC5203714,SRR545714,GSE30567,GEO,2016-12-30,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC6480747,SRX110318,GSE30567,GEO,2019-04-23,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC6480747,SRX082572,GSE30567,GEO,2019-04-23,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC5069867,SRX110318,GSE30567,GEO,2016-10-19,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
Genome_Biol,PMC5069867,SRX082572,GSE30567,GEO,2016-10-19,2011-07-13,Homo sapiens,high-throughput sequencing,RNA-Seq,,,,2020-12-09,9.416438356164383,45,4.778876927553099,R,,RNA-Seq
