journalName,MULTI,NCBI_SRA,EMBL,DDBJ,NCBI_GEO,TCGA,GTEx
BMC_Pharmacol,2,0,0,0,0,11,0
BMC_Pharmacol_Toxicol,0,0,0,0,5,9,0
BMC_Physiol,2,0,0,0,10,14,0
BMC_Plant_Biol,82,327,12,13,252,383,0
BMC_Pregnancy_Childbirth,0,1,0,0,2,6,0
BMC_Proc,0,1,0,0,5,5,0
BMC_Psychiatry,2,0,0,0,47,3,1
BMC_Psychol,0,0,0,0,4,0,0
BMC_Public_Health,0,0,0,2,46,1,1
BMC_Pulm_Med,2,1,1,0,14,14,1
BMC_Res_Notes,28,64,6,4,98,204,2
BMC_Sports_Sci_Med_Rehabil,0,0,0,0,0,1,0
BMC_Struct_Biol,0,0,0,0,3,25,0
BMC_Syst_Biol,27,8,0,1,205,77,2
BMC_Urol,0,1,0,0,6,14,0
BMC_Vet_Res,9,21,1,0,25,190,0
BMC_Womens_Health,0,0,0,0,6,3,0
BMJ,0,0,0,0,3,2,0
BMJ_Open,0,0,3,1,51,5,2
BMJ_Open_Diabetes_Res_Care,0,0,0,0,1,0,0
BMJ_Open_Gastroenterol,0,2,0,0,3,2,0
BMJ_Open_Respir_Res,0,2,0,0,1,0,0
BMJ_Paediatr_Open,0,0,0,0,1,0,0
Bone,0,0,0,0,1,0,0
Bone_Joint_Res,0,0,0,0,8,7,0
Bone_Marrow_Res,0,0,0,0,0,2,0
Bone_Rep,1,0,0,0,2,3,1
Bone_Res,0,0,0,0,4,11,0
Bot_Stud,0,7,1,0,1,18,0
Brain,3,0,0,0,11,16,3
Brain_Behav,3,0,0,0,4,6,1
Brain_Behav_Immun,1,0,0,0,1,2,0
Brain_Imaging_Behav,0,0,0,0,1,0,0
Brain_Inform,0,0,0,0,0,0,1
Brain_Neurosci_Adv,0,0,0,0,0,0,1
Brain_Sci,0,0,0,0,8,4,1
Brain_Struct_Funct,1,0,0,0,2,5,1
Brain_Topogr,0,0,0,0,0,1,0
Brain_Tumor_Res_Treat,0,0,0,0,0,1,0
Braz_J_Med_Biol_Res,1,0,0,0,11,42,0
Braz_J_Microbiol,2,14,0,0,2,97,0
Breast_Cancer_(Auckl),0,0,0,0,0,0,0
Breast_Cancer_(Dove_Med_Press),0,0,0,0,0,0,0
Breast_Cancer_Res,71,0,0,0,186,149,1
Breast_Cancer_Res_Treat,9,0,0,0,15,20,0
Breed_Sci,1,4,0,11,3,60,0
Brief_Bioinform,11,4,3,0,14,11,3
Brief_Funct_Genomics,1,1,0,0,0,3,2
Br_J_Anaesth,0,0,0,0,1,0,0
Br_J_Cancer,46,3,0,0,149,324,2
Br_J_Dermatol,0,0,0,0,0,0,1
Br_J_Haematol,1,0,0,0,5,0,0
Br_J_Health_Psychol,0,0,0,0,1,0,0
Br_J_Nutr,0,0,0,0,2,0,0
Br_J_Ophthalmol,0,0,0,0,1,3,0
Br_J_Pharmacol,0,1,0,0,5,9,0
Br_J_Surg,0,0,0,0,1,1,0
Br_Microbiol_Res_J,0,0,0,0,0,1,0
Bull_Entomol_Res,0,0,0,0,0,1,0
Bull_World_Health_Organ,0,0,0,0,2,0,0
Burns_Trauma,0,0,0,0,0,0,1
Calcif_Tissue_Int,0,0,0,0,0,4,0
Cancer,0,0,0,0,3,4,0
Cancer_Biol_Med,1,0,0,0,1,19,0
Cancer_Biol_Ther,1,1,0,0,2,13,0
Cancer_Biomark,1,0,0,0,0,2,0
Cancer_Biother_Radiopharm,0,0,0,0,0,1,0
Cancer_Causes_Control,0,0,0,0,0,3,1
Cancer_Cell,12,0,0,0,22,9,0
Cancer_Cell_Int,37,1,0,0,28,159,2
Cancer_Clin_Oncol,0,0,0,0,0,1,0
Cancer_Commun_(Lond),0,0,0,0,0,0,0
Cancer_Control,2,0,0,0,1,2,0
Cancer_Cytopathol,0,0,0,0,0,1,0
Cancer_Gene_Ther,0,0,0,0,3,16,0
Cancer_Imaging,0,0,0,0,0,3,0
Cancer_Immunol_Immunother,1,0,0,0,1,5,0
Cancer_Inform,18,1,0,0,53,74,0
Cancer_Lett,0,0,0,0,0,1,0
Cancer_Manag_Res,64,0,0,0,36,134,2
Cancer_Med,60,4,0,1,50,170,1
Cancer_Metab,5,0,0,0,8,16,0
Cancer_Metastasis_Rev,0,0,0,0,2,4,0
Cancer_Microenviron,0,0,0,0,0,3,0
Cancer_Nanotechnol,0,0,0,0,0,2,0
Cancer_Res,0,0,0,0,0,1,0
Cancer_Res_Treat,1,0,0,0,6,25,0
Cancers_(Basel),0,0,0,0,0,0,0
Cancer_Sci,28,2,0,1,65,178,2
Cancers_Head_Neck,0,0,0,0,0,8,0
Cancer_Transl_Med,0,0,0,0,0,1,0
Can_Geriatr_J,0,0,0,0,3,0,0
Can_J_Gastroenterol_Hepatol,0,0,0,0,1,1,0
Can_J_Infect_Dis_Med_Microbiol,0,2,1,0,0,11,0
Can_J_Kidney_Health_Dis,0,0,0,0,2,0,0
Cannabis_Cannabinoid_Res,0,0,0,0,0,1,0
Carbohydr_Res,0,0,0,0,0,2,0
Carcinogenesis,5,1,0,0,6,18,1
Cardiol_Res,0,0,0,0,0,1,0
Cardiovasc_Diabetol,1,1,0,0,13,26,0
Cardiovasc_Drugs_Ther,0,0,0,0,1,2,0
Cardiovasc_Hematol_Agents_Med_Chem,0,0,0,0,1,0,0
Cardiovasc_J_Afr,0,0,0,0,0,2,0
Cardiovasc_Psychiatry_Neurol,0,0,0,0,0,2,0
Cardiovasc_Res,0,0,0,0,2,4,0
Cartilage,0,0,0,0,1,6,0
Case_Rep_Dent,0,0,0,0,0,1,0
Case_Rep_Dermatol,0,0,0,0,0,1,0
Case_Rep_Endocrinol,0,0,0,0,0,1,0
Case_Rep_Genet,0,0,0,0,0,2,0
Case_Rep_Hematol,0,1,0,0,0,2,0
Case_Rep_Infect_Dis,0,1,1,0,0,0,0
Case_Rep_Med,0,0,0,0,0,4,0
Case_Rep_Neurol,0,0,0,0,1,1,0
Case_Rep_Neurol_Med,0,0,0,0,0,1,0
Case_Rep_Oncol,0,0,0,0,0,4,0
Case_Rep_Orthop,0,0,0,0,0,1,0
Case_Rep_Pathol,0,0,0,0,0,1,0
Case_Rep_Psychiatry,0,0,0,0,1,0,0
Case_Rep_Rheumatol,0,0,0,0,0,1,0
Caspian_J_Intern_Med,0,0,0,0,0,1,0
Catal_Today,0,0,0,0,0,1,0
Catheter_Cardiovasc_Interv,0,0,0,0,1,0,0
CBE_Life_Sci_Educ,0,1,0,0,0,1,0
Cell,19,8,4,0,53,26,1
Cell_Adh_Migr,0,0,0,0,2,8,0
Cell_Biochem_Biophys,0,0,0,0,0,3,0
Cell_Biochem_Funct,0,0,0,0,0,2,0
Cell_Biol_Int,0,0,0,0,0,3,0
Cell_Biol_Int_Rep_(2010),0,0,0,0,0,0,0
Cell_Biol_Toxicol,0,0,0,0,1,4,0
Cell_Biosci,3,6,1,0,12,55,0
Cell_Calcium,0,0,0,0,0,2,0
