journal,pmc_ID,accession,converted_accession,repository,pmc_date,repository_date,species,hardware,library_strategy,sraAvg_length,sraBases,sraAccess,today,time_public,reuse_count,norm_reuse_count,reuse_role,pub_delay,class
BMC_Cancer,PMC3094326,GSE20685,GSE20685,GEO,2011-04-18 00:00:00,2011-04-24,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,9.635616438356163,104,10.793289735570088,G,-6.0,GEO_expr
PLoS_One,PMC2858668,GSE19188,GSE19188,GEO,2010-04-22 00:00:00,2010-05-07,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,10.6,183,17.264150943396228,G,-15.0,GEO_expr
J_Gen_Physiol,PMC2217350,GSM2,GSE506,GEO,2003-06-30 00:00:00,2003-07-16,Homo sapiens,SAGE NlaIII,Expression_Array,,,,2020-12-09,17.413698630136988,216,12.4040276903713,G,-16.0,GEO_expr
J_Gen_Physiol,PMC2217349,GSM2,GSE506,GEO,2003-06-30 00:00:00,2003-07-16,Homo sapiens,SAGE NlaIII,Expression_Array,,,,2020-12-09,17.413698630136988,216,12.4040276903713,G,-16.0,GEO_expr
PLoS_One,PMC3661768,GSE29272,GSE29272,GEO,2013-05-22 00:00:00,2013-07-19,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,7.397260273972603,83,11.220370370370368,G,-58.0,GEO_expr
Alzheimers_Res_Ther,PMC3707052,GSM1,GSE506,GEO,2013-04-18,2003-07-16,Homo sapiens,SAGE NlaIII,Expression_Array,,,,2020-12-09,17.413698630136988,216,12.4040276903713,R,,GEO_expr
Alzheimers_Res_Ther,PMC4255636,GSE5281,GSE5281,GEO,2014-11-02,2006-07-10,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,14.427397260273972,108,7.485757690846943,R,,GEO_expr
Alzheimers_Res_Ther,PMC6015462,GSE5281,GSE5281,GEO,2018-06-23,2006-07-10,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,14.427397260273972,108,7.485757690846943,R,,GEO_expr
Biol_Direct,PMC1500996,GPL4,GSE506,GEO,2006-04-02,2003-07-16,Homo sapiens,SAGE NlaIII,Expression_Array,,,,2020-12-09,17.413698630136988,216,12.4040276903713,R,,GEO_expr
Biol_Direct,PMC1634740,GPL4,GSE506,GEO,2006-10-25,2003-07-16,Homo sapiens,SAGE NlaIII,Expression_Array,,,,2020-12-09,17.413698630136988,216,12.4040276903713,R,,GEO_expr
Biol_Direct,PMC5041498,GSE18842,GSE18842,GEO,2016-09-29,2010-10-01,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,10.197260273972603,98,9.6104245029554,R,,GEO_expr
Biol_Direct,PMC5041498,GSE2109,GSE2109,GEO,2016-09-29,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Infect_Dis,PMC2752459,GSE2109,GSE2109,GEO,2009-09-10,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Infect_Dis,PMC2752459,GSE8894,GSE8894,GEO,2009-09-10,2007-11-20,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.063013698630135,80,6.124161073825504,R,,GEO_expr
BMC_Genomics,PMC2637897,GSE6764,GSE6764,GEO,2009-01-16,2007-06-21,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.47945205479452,104,7.715447154471544,R,,GEO_expr
BMC_Genomics,PMC2858751,GSE7307,GSE7307,GEO,2010-03-26,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC2064937,GSE2034,GSE2034,GEO,2007-09-20,2005-02-23,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.802739726027394,354,22.401178918169208,R,,GEO_expr
BMC_Genomics,PMC2311292,GSE3744,GSE3744,GEO,2008-03-20,2006-02-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,14.841095890410957,78,5.255676573749309,R,,GEO_expr
BMC_Genomics,PMC2364634,GSE3494,GSE3494,GEO,2008-04-16,2005-10-21,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.145205479452054,251,16.572901591895803,R,,GEO_expr
BMC_Genomics,PMC2364634,GSE1456,GSE1456,GEO,2008-04-16,2006-05-31,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,14.536986301369865,269,18.504523181304183,R,,GEO_expr
BMC_Genomics,PMC2364634,GSE2034,GSE2034,GEO,2008-04-16,2005-02-23,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.802739726027394,354,22.401178918169208,R,,GEO_expr
BMC_Genomics,PMC2654039,GSE7307,GSE7307,GEO,2009-01-09,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC2654039,GSM176115,GSE7307,GEO,2009-01-09,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC2654039,GSM175820,GSE7307,GEO,2009-01-09,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC2654039,GSM175821,GSE7307,GEO,2009-01-09,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC2533026,GSE7390,GSE7390,GEO,2008-08-21,2007-06-11,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.506849315068493,290,21.47058823529412,R,,GEO_expr
BMC_Genomics,PMC2628679,GSM7,GSE462,GEO,2008-11-24,2003-07-16,Drosophila melanogaster,spotted DNA/cDNA,Expression_Array,,,,2020-12-09,17.413698630136988,80,4.594084329767148,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117600,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM152644,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM152660,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM137960,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM137968,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM137980,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117586,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117643,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117667,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117703,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117704,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117722,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117724,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117739,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM89034,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM89089,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM76499,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM76638,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117697,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM89076,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM76507,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM137955,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM102425,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM102444,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM46912,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117708,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117712,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM38067,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM38084,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM89087,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM46867,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM89079,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM203686,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM46932,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM88952,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM76487,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM102469,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117579,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117589,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117767,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM137961,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117590,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117729,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM53176,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM117582,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM88966,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM53174,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM76525,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSM76632,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSE2109,GSE2109,GEO,2009-12-16,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC2810306,GSE7307,GSE7307,GEO,2009-12-16,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC2788585,GSE2109,GSE2109,GEO,2009-11-25,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC4659237,GSE1133,GSE1133,GEO,2015-11-25,2004-03-19,Homo sapiens;Mus musculus,in situ oligonucleotide,Expression_Array,,,,2020-12-09,16.736986301369864,113,6.751514159436897,R,,GEO_expr
BMC_Genomics,PMC4678722,GSE26712,GSE26712,GEO,2015-12-15,2011-01-20,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,9.89315068493151,85,8.591802824702299,R,,GEO_expr
BMC_Genomics,PMC1636648,GSM19013,GSE1133,GEO,2006-11-07,2004-03-19,Homo sapiens;Mus musculus,in situ oligonucleotide,Expression_Array,,,,2020-12-09,16.736986301369864,113,6.751514159436897,R,,GEO_expr
BMC_Genomics,PMC1636648,GSM19014,GSE1133,GEO,2006-11-07,2004-03-19,Homo sapiens;Mus musculus,in situ oligonucleotide,Expression_Array,,,,2020-12-09,16.736986301369864,113,6.751514159436897,R,,GEO_expr
BMC_Genomics,PMC3477019,GSE7307,GSE7307,GEO,2012-09-15,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3521227,GSE3141,GSE3141,GEO,2012-12-07,2005-11-07,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.098630136986301,103,6.821810923607331,R,,GEO_expr
BMC_Genomics,PMC3521227,GSE8894,GSE8894,GEO,2012-12-07,2007-11-20,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.063013698630135,80,6.124161073825504,R,,GEO_expr
BMC_Genomics,PMC3521227,GSE4271,GSE4271,GEO,2012-12-07,2006-03-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,14.747945205479452,96,6.509381385844325,R,,GEO_expr
BMC_Genomics,PMC3521227,GSE4290,GSE4290,GEO,2012-12-07,2006-04-10,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,14.676712328767126,173,11.78738099682658,R,,GEO_expr
BMC_Genomics,PMC3521227,GSE2603,GSE2603,GEO,2012-12-07,2005-07-28,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.37808219178082,133,8.648672724033494,R,,GEO_expr
BMC_Genomics,PMC3521227,GSE7390,GSE7390,GEO,2012-12-07,2007-06-11,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.506849315068493,290,21.47058823529412,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM175905,GSE7307,GEO,2012-06-22,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM175908,GSE7307,GEO,2012-06-22,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM176012,GSE7307,GEO,2012-06-22,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM175792,GSE7307,GEO,2012-06-22,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM175923,GSE7307,GEO,2012-06-22,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM175945,GSE7307,GEO,2012-06-22,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM175911,GSE7307,GEO,2012-06-22,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3412164,GSE2109,GSE2109,GEO,2012-06-22,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM38055,GSE2109,GEO,2012-06-22,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM38068,GSE2109,GEO,2012-06-22,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM38051,GSE2109,GEO,2012-06-22,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM38053,GSE2109,GEO,2012-06-22,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM38052,GSE2109,GEO,2012-06-22,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC3412164,GSM38073,GSE2109,GEO,2012-06-22,2005-01-15,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.909589041095892,201,12.633890132598589,R,,GEO_expr
BMC_Genomics,PMC3412164,GSE14333,GSE14333,GEO,2012-06-22,2010-01-08,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,10.926027397260272,189,17.298144433299903,R,,GEO_expr
BMC_Genomics,PMC3495651,GSE1,GSE1,GEO,2012-10-06,2001-01-22,Homo sapiens,spotted DNA/cDNA,Expression_Array,,,,2020-12-09,19.893150684931506,85,4.2728274342377075,R,,GEO_expr
BMC_Genomics,PMC3481447,GSE2034,GSE2034,GEO,2012-10-26,2005-02-23,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,15.802739726027394,354,22.401178918169208,R,,GEO_expr
BMC_Genomics,PMC3519671,GSM176301,GSE7307,GEO,2012-05-14,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3519671,GSM175967,GSE7307,GEO,2012-05-14,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3519671,GSM175845,GSE7307,GEO,2012-05-14,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3519671,GSM175850,GSE7307,GEO,2012-05-14,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3519671,GSM176120,GSE7307,GEO,2012-05-14,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
BMC_Genomics,PMC3519671,GSE7307,GSE7307,GEO,2012-05-14,2007-04-09,Homo sapiens,in situ oligonucleotide,Expression_Array,,,,2020-12-09,13.679452054794519,117,8.552974163829361,R,,GEO_expr
