journal,pmc_ID,pmc_date
BMC_Genomics,PMC2244638,2007-12-10
BMC_Genomics,PMC2245944,2007-12-18
BMC_Genomics,PMC2253546,2007-12-21
BMC_Genomics,PMC2257942,2008-01-28
BMC_Genomics,PMC2257943,2008-01-14
BMC_Genomics,PMC2262072,2008-02-11
BMC_Genomics,PMC2262071,2008-02-06
BMC_Genomics,PMC2262068,2008-01-25
BMC_Genomics,PMC2262896,2008-02-08
BMC_Genomics,PMC2262898,2008-01-31
BMC_Genomics,PMC2263043,2008-02-08
BMC_Genomics,PMC2263045,2008-02-19
BMC_Genomics,PMC2263044,2008-02-19
BMC_Genomics,PMC2266913,2008-01-14
BMC_Genomics,PMC2267712,2008-01-10
BMC_Genomics,PMC2267785,2008-01-29
BMC_Genomics,PMC2270264,2008-01-29
BMC_Genomics,PMC4942948,2016-07-02
BMC_Genomics,PMC4942892,2016-05-26
BMC_Genomics,PMC2277413,2008-02-04
BMC_Genomics,PMC2289818,2008-02-27
BMC_Genomics,PMC2291046,2008-03-26
BMC_Genomics,PMC2292174,2008-02-27
BMC_Genomics,PMC2311292,2008-03-20
BMC_Genomics,PMC2322995,2008-02-29
BMC_Genomics,PMC2323391,2008-03-20
BMC_Genomics,PMC2287170,2008-02-24
BMC_Genomics,PMC2335119,2008-03-10
BMC_Genomics,PMC2335120,2008-03-10
BMC_Genomics,PMC2335121,2008-04-16
BMC_Genomics,PMC2364634,2008-04-16
BMC_Genomics,PMC2647556,2009-02-05
BMC_Genomics,PMC2648990,2008-12-06
BMC_Genomics,PMC2648988,2008-11-28
BMC_Genomics,PMC2653537,2009-02-24
BMC_Genomics,PMC2654039,2009-01-09
BMC_Genomics,PMC2656526,2009-02-13
BMC_Genomics,PMC2656523,2009-02-24
BMC_Genomics,PMC2656530,2009-01-21
BMC_Genomics,PMC2660370,2009-02-05
BMC_Genomics,PMC2662884,2009-01-26
BMC_Genomics,PMC2662879,2009-03-16
BMC_Genomics,PMC4987991,2016-08-17
BMC_Genomics,PMC4987988,2016-08-17
BMC_Genomics,PMC2666768,2009-03-25
BMC_Genomics,PMC2666765,2009-03-20
BMC_Genomics,PMC2667191,2009-03-25
BMC_Genomics,PMC2678155,2009-03-25
BMC_Genomics,PMC2680416,2009-04-27
BMC_Genomics,PMC2686740,2009-05-15
BMC_Genomics,PMC5101690,2016-11-09
BMC_Genomics,PMC5106785,2016-11-11
BMC_Genomics,PMC5109649,2016-11-14
BMC_Genomics,PMC5109690,2016-11-14
BMC_Genomics,PMC5103609,2016-11-09
BMC_Genomics,PMC5106776,2016-11-11
BMC_Genomics,PMC2689279,2009-05-18
BMC_Genomics,PMC2694838,2009-05-22
BMC_Genomics,PMC2696471,2009-05-13
BMC_Genomics,PMC2700134,2009-05-24
BMC_Genomics,PMC2700135,2009-05-26
BMC_Genomics,PMC2703657,2009-06-12
BMC_Genomics,PMC2706266,2009-06-17
BMC_Genomics,PMC2709661,2009-05-29
BMC_Genomics,PMC2713996,2009-07-13
BMC_Genomics,PMC2717122,2009-06-29
BMC_Genomics,PMC2722676,2009-07-17
BMC_Genomics,PMC2726226,2009-07-15
BMC_Genomics,PMC2738690,2009-08-07
BMC_Genomics,PMC2739862,2009-08-19
BMC_Genomics,PMC2748098,2009-09-08
BMC_Genomics,PMC2748096,2009-09-03
BMC_Genomics,PMC2748101,2009-09-14
BMC_Genomics,PMC2749873,2009-08-26
BMC_Genomics,PMC2751786,2009-09-04
BMC_Genomics,PMC2753551,2009-09-07
BMC_Genomics,PMC2758907,2009-09-23
BMC_Genomics,PMC2768750,2009-10-15
BMC_Genomics,PMC2772861,2009-10-18
BMC_Genomics,PMC2774331,2009-10-27
BMC_Genomics,PMC2774870,2009-10-24
BMC_Genomics,PMC2780461,2009-11-12
BMC_Genomics,PMC2788381,2009-12-03
BMC_Genomics,PMC2790472,2009-11-24
BMC_Genomics,PMC3012673,2010-11-30
BMC_Genomics,PMC2996928,2010-06-23
BMC_Genomics,PMC3017766,2010-06-16
BMC_Genomics,PMC3017779,2010-07-29
BMC_Genomics,PMC2383917,2008-04-09
BMC_Genomics,PMC2386057,2008-03-20
BMC_Genomics,PMC2386061,2008-03-20
BMC_Genomics,PMC2386063,2008-03-20
BMC_Genomics,PMC2386486,2008-04-29
BMC_Genomics,PMC2387173,2008-04-18
BMC_Genomics,PMC2394537,2008-05-05
BMC_Genomics,PMC2397416,2008-04-24
BMC_Genomics,PMC2405806,2008-05-03
BMC_Genomics,PMC2408602,2008-04-26
BMC_Genomics,PMC2408604,2008-05-19
BMC_Genomics,PMC2430024,2008-05-21
BMC_Genomics,PMC2432077,2008-06-04
BMC_Genomics,PMC2435556,2008-05-30
BMC_Genomics,PMC2435555,2008-05-29
BMC_Genomics,PMC2453527,2008-05-29
BMC_Genomics,PMC2464609,2008-06-25
BMC_Genomics,PMC3018477,2010-12-08
BMC_Genomics,PMC3018478,2010-12-14
BMC_Genomics,PMC3017868,2010-11-27
BMC_Genomics,PMC2478688,2008-06-16
BMC_Genomics,PMC2478689,2008-07-09
BMC_Genomics,PMC2483731,2008-06-30
BMC_Genomics,PMC2488360,2008-07-18
BMC_Genomics,PMC2488358,2008-07-08
BMC_Genomics,PMC2491640,2008-07-07
BMC_Genomics,PMC2491639,2008-07-21
BMC_Genomics,PMC2518936,2008-08-02
BMC_Genomics,PMC2526093,2008-07-21
BMC_Genomics,PMC2527338,2008-07-31
BMC_Genomics,PMC2529319,2008-07-31
BMC_Genomics,PMC2533026,2008-08-21
BMC_Genomics,PMC2535606,2008-08-01
BMC_Genomics,PMC2536675,2008-07-30
BMC_Genomics,PMC2536679,2008-07-31
BMC_Genomics,PMC2556353,2008-09-11
BMC_Genomics,PMC2562396,2008-09-15
BMC_Genomics,PMC2570369,2008-09-23
BMC_Genomics,PMC2576257,2008-10-01
BMC_Genomics,PMC2588606,2008-11-06
BMC_Genomics,PMC2601049,2008-11-02
BMC_Genomics,PMC2104538,2007-09-24
BMC_Genomics,PMC2612033,2008-11-26
BMC_Genomics,PMC2612702,2008-12-01
BMC_Genomics,PMC2613157,2008-10-29
BMC_Genomics,PMC2615787,2008-11-18
BMC_Genomics,PMC2625371,2008-12-16
BMC_Genomics,PMC2626604,2008-11-18
BMC_Genomics,PMC2627894,2008-12-16
BMC_Genomics,PMC2628679,2008-11-24
BMC_Genomics,PMC2631580,2008-11-20
BMC_Genomics,PMC2633351,2009-01-19
BMC_Genomics,PMC2636827,2009-01-20
BMC_Genomics,PMC2637282,2008-12-16
BMC_Genomics,PMC2642824,2008-12-31
BMC_Genomics,PMC2642825,2008-12-23
BMC_Genomics,PMC3020590,2010-11-15
BMC_Genomics,PMC2875237,2010-04-21
BMC_Genomics,PMC2898759,2010-06-23
BMC_Genomics,PMC2830985,2010-02-12
BMC_Genomics,PMC2822765,2010-01-25
BMC_Genomics,PMC1925099,2007-06-18
BMC_Genomics,PMC2257939,2008-01-04
BMC_Genomics,PMC2311291,2008-03-27
BMC_Genomics,PMC2706894,2009-06-18
BMC_Genomics,PMC2711116,2009-06-08
BMC_Genomics,PMC2723137,2009-07-14
BMC_Genomics,PMC2612029,2008-11-03
BMC_Genomics,PMC3025959,2011-01-05
BMC_Genomics,PMC2679053,2009-04-08
BMC_Genomics,PMC3037903,2011-01-26
BMC_Genomics,PMC3039614,2011-02-03
BMC_Genomics,PMC2803201,2009-12-23
BMC_Genomics,PMC2778665,2009-11-02
BMC_Genomics,PMC2810306,2009-12-16
BMC_Genomics,PMC2797534,2009-12-02
BMC_Genomics,PMC2812474,2009-12-30
BMC_Genomics,PMC2788585,2009-11-25
BMC_Genomics,PMC2807443,2009-12-23
BMC_Genomics,PMC2792231,2009-12-02
BMC_Genomics,PMC3037900,2011-01-19
BMC_Genomics,PMC3044673,2011-02-07
BMC_Genomics,PMC3045792,2010-12-22
BMC_Genomics,PMC3032697,2011-01-11
BMC_Genomics,PMC3049149,2011-02-16
BMC_Genomics,PMC3052188,2011-02-18
BMC_Genomics,PMC3053261,2011-02-25
BMC_Genomics,PMC3068982,2011-03-16
BMC_Genomics,PMC2689280,2009-05-18
BMC_Genomics,PMC2649161,2009-01-05
BMC_Genomics,PMC3074554,2011-03-24
BMC_Genomics,PMC2907688,2009-08-07
BMC_Genomics,PMC2907692,2009-08-03
BMC_Genomics,PMC3062618,2011-02-28
BMC_Genomics,PMC3088569,2011-04-05
BMC_Genomics,PMC2997005,2010-09-22
BMC_Genomics,PMC2997017,2010-09-29
BMC_Genomics,PMC2997000,2010-09-17
BMC_Genomics,PMC3091638,2010-07-19
BMC_Genomics,PMC3091691,2010-10-07
BMC_Genomics,PMC3091668,2010-08-13
BMC_Genomics,PMC3091671,2010-08-16
BMC_Genomics,PMC3091754,2010-11-01
BMC_Genomics,PMC3091705,2010-10-11
BMC_Genomics,PMC3091643,2010-07-22
BMC_Genomics,PMC3091715,2010-10-14
BMC_Genomics,PMC3091667,2010-08-12
BMC_Genomics,PMC3091777,2010-11-24
BMC_Genomics,PMC3091693,2010-10-07
BMC_Genomics,PMC4979119,2016-08-09
BMC_Genomics,PMC4979190,2016-08-09
BMC_Genomics,PMC4979188,2016-08-09
BMC_Genomics,PMC4979143,2016-08-09
BMC_Genomics,PMC4979127,2016-08-09
BMC_Genomics,PMC4979109,2016-08-09
BMC_Genomics,PMC5007717,2016-08-31
BMC_Genomics,PMC5007679,2016-08-31
BMC_Genomics,PMC4979126,2016-08-09
BMC_Genomics,PMC4979189,2016-08-09
BMC_Genomics,PMC4979118,2016-08-09
BMC_Genomics,PMC4979108,2016-08-09
BMC_Genomics,PMC4977635,2016-08-09
BMC_Genomics,PMC4966569,2016-07-29
BMC_Genomics,PMC4959372,2016-07-20
BMC_Genomics,PMC3022924,2010-12-20
BMC_Genomics,PMC5081961,2016-10-27
BMC_Genomics,PMC5002200,2016-08-26
BMC_Genomics,PMC5057266,2016-10-10
BMC_Genomics,PMC4982202,2016-08-11
BMC_Genomics,PMC5050705,2016-10-04
BMC_Genomics,PMC5050850,2016-10-04
BMC_Genomics,PMC5045660,2016-09-30
BMC_Genomics,PMC3128070,2011-06-16
BMC_Genomics,PMC3132168,2011-06-02
BMC_Genomics,PMC3141667,2011-06-13
BMC_Genomics,PMC2715936,2009-06-18
BMC_Genomics,PMC3091690,2010-10-06
BMC_Genomics,PMC3145607,2011-06-29
BMC_Genomics,PMC3175481,2011-09-01
BMC_Genomics,PMC3176259,2011-08-10
BMC_Genomics,PMC3188536,2011-09-27
BMC_Genomics,PMC3189399,2011-08-31
BMC_Genomics,PMC3091661,2010-08-06
BMC_Genomics,PMC3209707,2011-10-20
BMC_Genomics,PMC3215681,2011-10-13
BMC_Genomics,PMC3224684,2010-09-28
BMC_Genomics,PMC2235842,2008-01-25
BMC_Genomics,PMC3011854,2010-11-17
BMC_Genomics,PMC2577661,2008-10-21
BMC_Genomics,PMC2996973,2010-06-03
BMC_Genomics,PMC3225857,2006-08-29
BMC_Genomics,PMC3228854,2011-11-17
BMC_Genomics,PMC3269463,2011-10-12
BMC_Genomics,PMC5097360,2016-11-04
BMC_Genomics,PMC3333190,2011-11-30
BMC_Genomics,PMC3333181,2011-11-30
BMC_Genomics,PMC4619573,2015-10-24
BMC_Genomics,PMC4619386,2015-10-24
BMC_Genomics,PMC4619007,2015-10-23
BMC_Genomics,PMC4619306,2015-10-24
BMC_Genomics,PMC4621862,2015-10-26
BMC_Genomics,PMC4623266,2015-10-26
BMC_Genomics,PMC4560887,2015-09-05
BMC_Genomics,PMC4623907,2015-10-26
BMC_Genomics,PMC5070194,2016-10-18
BMC_Genomics,PMC5067883,2016-10-17
BMC_Genomics,PMC5069875,2016-10-19
BMC_Genomics,PMC5070092,2016-10-18
BMC_Genomics,PMC5070125,2016-10-18
BMC_Genomics,PMC5062943,2016-10-12
BMC_Genomics,PMC5059895,2016-10-12
BMC_Genomics,PMC4625851,2015-10-28
BMC_Genomics,PMC4625525,2015-10-28
BMC_Genomics,PMC4625460,2015-10-28
BMC_Genomics,PMC4625570,2015-10-28
BMC_Genomics,PMC4625854,2015-10-28
BMC_Genomics,PMC4628322,2015-10-30
BMC_Genomics,PMC4630920,2014-12-19
BMC_Genomics,PMC4632680,2015-11-04
BMC_Genomics,PMC4990865,2016-08-18
BMC_Genomics,PMC4991082,2016-08-18
BMC_Genomics,PMC4991007,2016-08-18
BMC_Genomics,PMC4991039,2016-08-18
BMC_Genomics,PMC4634722,2015-11-04
BMC_Genomics,PMC4634154,2015-11-04
BMC_Genomics,PMC4634900,2015-11-05
BMC_Genomics,PMC4635539,2015-11-05
BMC_Genomics,PMC4636074,2015-11-05
BMC_Genomics,PMC4636775,2015-11-06
BMC_Genomics,PMC4636068,2015-11-05
BMC_Genomics,PMC4636788,2015-11-06
BMC_Genomics,PMC4636777,2015-11-06
BMC_Genomics,PMC4636790,2015-11-06
BMC_Genomics,PMC4636806,2015-11-06
BMC_Genomics,PMC4636840,2015-11-07
BMC_Genomics,PMC4640349,2015-11-09
BMC_Genomics,PMC4640240,2015-11-09
BMC_Genomics,PMC4641402,2015-11-10
BMC_Genomics,PMC4641376,2015-11-10
BMC_Genomics,PMC4642636,2015-11-11
BMC_Genomics,PMC4642629,2015-11-11
BMC_Genomics,PMC4642618,2015-11-11
BMC_Genomics,PMC4644070,2015-08-22
BMC_Genomics,PMC4643517,2015-11-12
BMC_Genomics,PMC4712552,2016-01-14
BMC_Genomics,PMC4647583,2015-11-14
BMC_Genomics,PMC4647672,2015-11-16
BMC_Genomics,PMC4647824,2015-11-16
BMC_Genomics,PMC4647676,2015-11-14
BMC_Genomics,PMC4647819,2015-11-14
BMC_Genomics,PMC4647595,2015-11-16
BMC_Genomics,PMC4647491,2015-11-14
BMC_Genomics,PMC4647701,2015-11-14
BMC_Genomics,PMC4647624,2015-11-14
BMC_Genomics,PMC4647634,2015-11-14
BMC_Genomics,PMC4647483,2015-11-16
BMC_Genomics,PMC4647341,2015-11-14
BMC_Genomics,PMC4647707,2015-11-14
BMC_Genomics,PMC4647470,2015-11-14
BMC_Genomics,PMC4647590,2015-11-16
BMC_Genomics,PMC4971691,2016-08-02
BMC_Genomics,PMC4970254,2016-08-02
BMC_Genomics,PMC4971756,2016-08-02
BMC_Genomics,PMC4650145,2015-11-14
BMC_Genomics,PMC4650497,2015-11-17
BMC_Genomics,PMC4650848,2015-11-17
BMC_Genomics,PMC4650858,2015-11-17
BMC_Genomics,PMC4650392,2015-11-17
BMC_Genomics,PMC4650509,2015-11-18
BMC_Genomics,PMC4650296,2015-11-18
BMC_Genomics,PMC4652380,2015-11-18
BMC_Genomics,PMC4652392,2015-11-18
BMC_Genomics,PMC4652430,2015-11-18
BMC_Genomics,PMC4654820,2015-11-21
BMC_Genomics,PMC4654819,2015-11-21
BMC_Genomics,PMC4654795,2015-11-21
BMC_Genomics,PMC4654810,2015-11-21
BMC_Genomics,PMC4654862,2015-11-21
BMC_Genomics,PMC4657355,2015-11-23
BMC_Genomics,PMC4657215,2015-11-23
BMC_Genomics,PMC4657205,2015-11-23
BMC_Genomics,PMC4657243,2015-11-23
BMC_Genomics,PMC4657279,2015-11-23
BMC_Genomics,PMC4652484,2015-11-10
BMC_Genomics,PMC4652555,2015-11-10
BMC_Genomics,PMC4660826,2015-11-25
BMC_Genomics,PMC4659175,2015-11-25
BMC_Genomics,PMC4658816,2015-11-25
BMC_Genomics,PMC4659196,2015-11-25
BMC_Genomics,PMC4658755,2015-11-25
BMC_Genomics,PMC4658809,2015-11-25
BMC_Genomics,PMC4659237,2015-11-25
BMC_Genomics,PMC4659204,2015-11-25
BMC_Genomics,PMC4658763,2015-11-25
BMC_Genomics,PMC4662035,2015-11-26
BMC_Genomics,PMC4661974,2015-11-26
BMC_Genomics,PMC4662006,2015-11-26
BMC_Genomics,PMC4661969,2015-11-26
BMC_Genomics,PMC4485866,2015-06-30
BMC_Genomics,PMC4492093,2015-07-07
BMC_Genomics,PMC4667520,2015-12-01
BMC_Genomics,PMC4667509,2015-12-01
BMC_Genomics,PMC4667463,2015-12-01
BMC_Genomics,PMC4667402,2015-12-01
BMC_Genomics,PMC4667460,2015-12-01
BMC_Genomics,PMC4667470,2015-12-02
BMC_Genomics,PMC4668684,2015-12-03
BMC_Genomics,PMC1779778,2007-01-05
BMC_Genomics,PMC2253530,2008-01-23
BMC_Genomics,PMC4653908,2015-11-19
BMC_Genomics,PMC4653950,2015-11-19
BMC_Genomics,PMC4670531,2015-12-04
BMC_Genomics,PMC4670519,2015-12-04
BMC_Genomics,PMC2629781,2008-11-14
BMC_Genomics,PMC4528784,2015-08-07
BMC_Genomics,PMC4580217,2015-09-22
BMC_Genomics,PMC4672566,2015-12-07
BMC_Genomics,PMC4673847,2015-12-09
BMC_Genomics,PMC4673709,2015-12-09
BMC_Genomics,PMC4673716,2015-12-09
BMC_Genomics,PMC4673840,2015-12-09
BMC_Genomics,PMC2785841,2009-11-19
BMC_Genomics,PMC2827412,2010-01-21
BMC_Genomics,PMC2829514,2010-02-08
BMC_Genomics,PMC4673793,2015-12-09
BMC_Genomics,PMC3022823,2011-01-04
BMC_Genomics,PMC3032699,2011-01-12
BMC_Genomics,PMC4676870,2015-12-12
BMC_Genomics,PMC4674952,2015-12-09
BMC_Genomics,PMC4674915,2015-12-09
BMC_Genomics,PMC4676862,2015-12-12
BMC_Genomics,PMC3209670,2011-10-10
BMC_Genomics,PMC3141676,2011-06-30
BMC_Genomics,PMC3150300,2011-07-19
BMC_Genomics,PMC3256240,2011-12-02
BMC_Genomics,PMC3163569,2011-08-03
BMC_Genomics,PMC3273426,2012-01-06
BMC_Genomics,PMC4438629,2015-05-20
BMC_Genomics,PMC4617749,2015-10-19
BMC_Genomics,PMC4678614,2015-12-15
BMC_Genomics,PMC4678722,2015-12-15
BMC_Genomics,PMC4678698,2015-12-15
BMC_Genomics,PMC4438637,2015-05-21
BMC_Genomics,PMC4440512,2015-05-22
BMC_Genomics,PMC4678609,2015-12-15
BMC_Genomics,PMC4438507,2015-05-21
BMC_Genomics,PMC4007998,2014-02-22
BMC_Genomics,PMC4022180,2014-03-14
BMC_Genomics,PMC4028055,2014-01-09
BMC_Genomics,PMC4007636,2014-03-12
BMC_Genomics,PMC3925986,2014-01-03
BMC_Genomics,PMC3986929,2014-03-26
BMC_Genomics,PMC4008172,2014-01-03
BMC_Genomics,PMC4008362,2014-03-12
BMC_Genomics,PMC3340398,2011-12-29
BMC_Genomics,PMC3338085,2012-04-05
BMC_Genomics,PMC3342102,2012-03-28
BMC_Genomics,PMC3328248,2012-03-27
BMC_Genomics,PMC3329404,2012-03-20
BMC_Genomics,PMC3342123,2012-03-16
BMC_Genomics,PMC3333183,2011-11-30
BMC_Genomics,PMC1766935,2006-12-20
BMC_Genomics,PMC3526417,2012-09-07
BMC_Genomics,PMC3424136,2012-07-24
BMC_Genomics,PMC3428657,2012-07-10
BMC_Genomics,PMC3431224,2012-07-23
BMC_Genomics,PMC3441763,2012-05-21
BMC_Genomics,PMC3443006,2012-05-30
BMC_Genomics,PMC3443421,2012-09-03
BMC_Genomics,PMC2761947,2009-09-28
BMC_Genomics,PMC1964766,2007-08-07
BMC_Genomics,PMC2823694,2010-01-22
BMC_Genomics,PMC2996996,2010-09-16
BMC_Genomics,PMC3018480,2010-12-20
BMC_Genomics,PMC3218040,2011-10-11
BMC_Genomics,PMC3287503,2011-12-23
BMC_Genomics,PMC3337229,2012-02-29
BMC_Genomics,PMC3364912,2012-04-05
BMC_Genomics,PMC1142313,2005-05-11
