journal,pmc_ID,accession,converted_accession,repository,pmc_date,repository_date,species,hardware,library_strategy,sraAvg_length,sraBases,sraAccess,today,time_public,reuse_count,norm_reuse_count,reuse_role,pub_delay,class
Nucleic_Acids_Res,PMC4383935,DRR010028,DRP001032,SRA,2014-12-03 00:00:00,2014-04-07,Mus musculus,Helicos HeliScope,OTHER,37.0,1223106462.0,public,2020-12-09,6.679452054794519,13,1.9462674323215752,G,240.0,SRA_other
Nat_Genet,PMC3800747,ERP001731,ERP001731,SRA,2013-09-01 00:00:00,2013-06-12,Mycobacterium tuberculosis,Illumina HiSeq 2000,WGS,216.0,665495136.0,public,2020-12-09,7.4986301369863035,14,1.867007672634271,G,81.0,SRA_other
Microbiol_Resour_Announc,PMC6675987,SRR8894902,SRP192539,SRA,2019-08-01 00:00:00,2019-05-17,Aspergillus fumigatus,PacBio RS II,WGS,12316.0,2013558320.0,public,2020-12-09,1.5671232876712329,14,8.933566433566432,G,76.0,SRA_other
PLoS_One,PMC4403916,PRJNA248163,SRP044705,SRA,2015-04-20 00:00:00,2015-03-16,Gossypium hirsutum,Illumina HiSeq 2000,WGS,200.0,1774060200.0,public,2020-12-09,5.7397260273972615,70,12.195704057279235,G,35.0,SRA_other
Sci_Rep,PMC4538375,SRR921617,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921562,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921566,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921605,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921564,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921624,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921635,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921641,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921647,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921568,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921648,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Sci_Rep,PMC4538375,SRR921654,SRP017801,SRA,2015-08-17 00:00:00,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,G,26.0,SRA_other
Genome_Biol,PMC3091304,SRP003186,SRP003186,SRA,2011-01-19 00:00:00,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,G,8.0,SRA_other
Nature,PMC2581791,SRA000271,SRP000239,SRA,2008-10-27 00:00:00,2008-11-08,Homo sapiens,Illumina Genome Analyzer,WGS,72.0,2315559312.0,public,2020-12-09,12.093150684931507,30,2.4807430901676484,G,-12.0,SRA_other
Genes_(Basel),PMC5664138,PRJNA358784,SRP095931,SRA,2017-10-24 00:00:00,2017-12-01,Brassica napus,Illumina HiSeq 4000,WGS,301.0,5609929046.0,public,2020-12-09,3.024657534246576,17,5.620471014492754,G,-38.0,SRA_other
Nucleic_Acids_Res,PMC2686451,ERA000026,SRP000031,SRA,2008-10-31 00:00:00,2008-12-20,Homo sapiens,454 GS FLX,WGS,328.0,132543121.0,public,2020-12-09,11.97808219178082,27,2.2541171088746568,G,-50.0,SRA_other
BMC_Med_Genomics,PMC4022392,PRJNA241071,SRP048874,SRA,2014-04-23 00:00:00,2014-10-14,Homo sapiens,Illumina HiSeq 2000,WXS,302.0,8636394566.0,public,2020-12-09,6.1589041095890416,13,2.1107651245551597,G,-174.0,SRA_other
Nucleic_Acids_Res,PMC3526293,SRR400039,SRP000547,SRA,2012-08-13 00:00:00,2013-03-05,Homo sapiens,Illumina HiSeq 2000,WGS,202.0,21133344838.0,public,2020-12-09,7.769863013698631,12,1.5444287729196051,G,-204.0,SRA_other
Microbiol_Resour_Announc,PMC6256483,SRR7902581,SRP162579,SRA,2018-11-15 00:00:00,2019-06-07,Caudovirales,454 GS FLX Titanium,WGS,328.0,25993100.0,public,2020-12-09,1.5095890410958903,69,45.707803992740466,G,-204.0,SRA_other
Microbiol_Resour_Announc,PMC6256483,PRJNA222858,SRP162579,SRA,2018-11-15 00:00:00,2019-06-07,Caudovirales,454 GS FLX Titanium,WGS,328.0,25993100.0,public,2020-12-09,1.5095890410958903,69,45.707803992740466,G,-204.0,SRA_other
BMC_Bioinformatics,PMC2871274,SRR019597,SRP000941,SRA,2010-04-23 00:00:00,2010-11-30,Homo sapiens,Illumina Genome Analyzer II,ChIP-Seq,36.0,460555128.0,public,2020-12-09,10.032876712328768,26,2.591480065537957,G,-221.0,SRA_other
BMC_Bioinformatics,PMC2871274,SRR019501,SRP000941,SRA,2010-04-23 00:00:00,2010-11-30,Homo sapiens,Illumina Genome Analyzer II,ChIP-Seq,36.0,460555128.0,public,2020-12-09,10.032876712328768,26,2.591480065537957,G,-221.0,SRA_other
BMC_Bioinformatics,PMC2871274,SRR019048,SRP000941,SRA,2010-04-23 00:00:00,2010-11-30,Homo sapiens,Illumina Genome Analyzer II,ChIP-Seq,36.0,460555128.0,public,2020-12-09,10.032876712328768,26,2.591480065537957,G,-221.0,SRA_other
Biol_Direct,PMC6104016,SRR072232,SRP004311,SRA,2018-08-22,2010-11-12,mixed DNA library,454 GS FLX Titanium,WGS,533.0,653060044.0,public,2020-12-09,10.082191780821915,17,1.6861413043478262,R,,SRA_other
BMC_Genomics,PMC4657355,SRX527665,SRP039339,SRA,2015-11-23,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC4658755,SRX214041,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRX204403,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRX342324,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRX252602,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRX204402,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRX121287,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRX135564,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRR643766,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4658755,SRR980477,SRP001371,SRA,2015-11-25,2010-09-22,Homo sapiens,Illumina Genome Analyzer II,DNase-Hypersensitivity,36.0,914492988.0,public,2020-12-09,10.221917808219178,12,1.173948003216296,R,,SRA_other
BMC_Genomics,PMC4672566,ERR194160,ERP001960,SRA,2015-12-07,2013-01-11,Homo sapiens,Illumina HiSeq 2000,WGS,201.0,174139262312.0,public,2020-12-09,7.9150684931506845,42,5.306334371754933,R,,SRA_other
BMC_Genomics,PMC4672566,ERR194161,ERP001960,SRA,2015-12-07,2013-01-11,Homo sapiens,Illumina HiSeq 2000,WGS,201.0,174139262312.0,public,2020-12-09,7.9150684931506845,42,5.306334371754933,R,,SRA_other
BMC_Genomics,PMC3469347,SRX016366,SRP001847,SRA,2012-08-01,2010-03-18,Homo sapiens,Illumina Genome Analyzer,EST,35.0,562320010.0,public,2020-12-09,10.736986301369864,15,1.3970400612401124,R,,SRA_other
BMC_Genomics,PMC3535702,SRP001847,SRP001847,SRA,2012-12-17,2010-03-18,Homo sapiens,Illumina Genome Analyzer,EST,35.0,562320010.0,public,2020-12-09,10.736986301369864,15,1.3970400612401124,R,,SRA_other
BMC_Genomics,PMC3521385,ERX000172,SRP000032,SRA,2012-12-07,2010-11-08,Homo sapiens,Illumina Genome Analyzer II,WGS,72.0,398302056.0,public,2020-12-09,10.093150684931508,30,2.972312703583062,R,,SRA_other
BMC_Genomics,PMC3521385,ERX000174,SRP000032,SRA,2012-12-07,2010-11-08,Homo sapiens,Illumina Genome Analyzer II,WGS,72.0,398302056.0,public,2020-12-09,10.093150684931508,30,2.972312703583062,R,,SRA_other
BMC_Genomics,PMC3521385,ERX000170,SRP000032,SRA,2012-12-07,2010-11-08,Homo sapiens,Illumina Genome Analyzer II,WGS,72.0,398302056.0,public,2020-12-09,10.093150684931508,30,2.972312703583062,R,,SRA_other
BMC_Genomics,PMC3521385,SRX116265,SRP000547,SRA,2012-12-07,2013-03-05,Homo sapiens,Illumina HiSeq 2000,WGS,202.0,21133344838.0,public,2020-12-09,7.769863013698631,12,1.5444287729196051,R,,SRA_other
BMC_Genomics,PMC3521385,SRX116266,SRP000547,SRA,2012-12-07,2013-03-05,Homo sapiens,Illumina HiSeq 2000,WGS,202.0,21133344838.0,public,2020-12-09,7.769863013698631,12,1.5444287729196051,R,,SRA_other
BMC_Genomics,PMC3563481,SRR032860,SRP000032,SRA,2012-08-22,2010-11-08,Homo sapiens,Illumina Genome Analyzer II,WGS,72.0,398302056.0,public,2020-12-09,10.093150684931508,30,2.972312703583062,R,,SRA_other
BMC_Genomics,PMC3194238,SRR003078,SRP000032,SRA,2011-07-27,2010-11-08,Homo sapiens,Illumina Genome Analyzer II,WGS,72.0,398302056.0,public,2020-12-09,10.093150684931508,30,2.972312703583062,R,,SRA_other
BMC_Genomics,PMC5010666,SRR1611181,SRP048874,SRA,2016-09-02,2014-10-14,Homo sapiens,Illumina HiSeq 2000,WXS,302.0,8636394566.0,public,2020-12-09,6.1589041095890416,13,2.1107651245551597,R,,SRA_other
BMC_Genomics,PMC5094043,SRP039339,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1293227,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262614,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262659,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1188706,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262533,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262536,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262538,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262539,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262660,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262788,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262789,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC5094043,SRR1262846,SRP039339,SRA,2016-11-03,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC4133631,ERA172924,ERP001960,SRA,2014-08-08,2013-01-11,Homo sapiens,Illumina HiSeq 2000,WGS,201.0,174139262312.0,public,2020-12-09,7.9150684931506845,42,5.306334371754933,R,,SRA_other
BMC_Genomics,PMC3751903,SRP003186,SRP003186,SRA,2013-08-14,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,R,,SRA_other
BMC_Genomics,PMC4035057,SRR004076,SRP000032,SRA,2014-05-01,2010-11-08,Homo sapiens,Illumina Genome Analyzer II,WGS,72.0,398302056.0,public,2020-12-09,10.093150684931508,30,2.972312703583062,R,,SRA_other
BMC_Genomics,PMC4035057,SRR004074,SRP000032,SRA,2014-05-01,2010-11-08,Homo sapiens,Illumina Genome Analyzer II,WGS,72.0,398302056.0,public,2020-12-09,10.093150684931508,30,2.972312703583062,R,,SRA_other
BMC_Genomics,PMC4197298,ERR015616,ERP000192,SRA,2014-10-09,2010-09-14,Mycobacterium tuberculosis,Illumina Genome Analyzer II,OTHER,108.0,2657462580.0,public,2020-12-09,10.243835616438355,17,1.6595346349291251,R,,SRA_other
BMC_Genomics,PMC4203880,SRX527690,SRP039339,SRA,2014-10-12,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC4203880,SRX527732,SRP039339,SRA,2014-10-12,2016-10-01,Bos taurus,Illumina HiSeq 3000,WGS,302.0,29105956378.0,public,2020-12-09,4.191780821917808,45,10.73529411764706,R,,SRA_other
BMC_Genomics,PMC4218995,SRS015989,SRP002163,SRA,2014-10-21,2015-02-19,human metagenome,Illumina HiSeq 2000,WGS,200.0,2514234800.0,filtered,2020-12-09,5.808219178082192,79,13.601415094339623,R,,SRA_other
BMC_Genomics,PMC4218995,SRS011236,SRP002012,SRA,2014-10-21,2010-06-09,human metagenome,454 GS FLX,AMPLICON,559.0,5999832.0,filtered,2020-12-09,10.509589041095893,22,2.0933263816475494,R,,SRA_other
BMC_Genomics,PMC4234438,ERP000192,ERP000192,SRA,2014-04-25,2010-09-14,Mycobacterium tuberculosis,Illumina Genome Analyzer II,OTHER,108.0,2657462580.0,public,2020-12-09,10.243835616438355,17,1.6595346349291251,R,,SRA_other
BMC_Genomics,PMC4328970,ERA164657,ERP001813,SRA,2015-02-05,2014-06-27,Sus scrofa,Illumina HiSeq 2000,OTHER,183.0,21451831759.0,public,2020-12-09,6.457534246575342,24,3.7165888841747994,R,,SRA_other
BMC_Genomics,PMC4328970,ERP001813,ERP001813,SRA,2015-02-05,2014-06-27,Sus scrofa,Illumina HiSeq 2000,OTHER,183.0,21451831759.0,public,2020-12-09,6.457534246575342,24,3.7165888841747994,R,,SRA_other
BMC_Genomics,PMC4522966,DRA000991,DRP001032,SRA,2014-12-24,2014-04-07,Mus musculus,Helicos HeliScope,OTHER,37.0,1223106462.0,public,2020-12-09,6.679452054794519,13,1.9462674323215752,R,,SRA_other
BMC_Genomics,PMC4558774,ERP001731,ERP001731,SRA,2015-09-03,2013-06-12,Mycobacterium tuberculosis,Illumina HiSeq 2000,WGS,216.0,665495136.0,public,2020-12-09,7.4986301369863035,14,1.867007672634271,R,,SRA_other
BMC_Genomics,PMC5209911,SRR064287,SRP003186,SRA,2017-01-03,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,R,,SRA_other
BMC_Genomics,PMC5209911,SRR064286,SRP003186,SRA,2017-01-03,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,R,,SRA_other
BMC_Genomics,PMC5209911,SRR064438,SRP003186,SRA,2017-01-03,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,R,,SRA_other
BMC_Genomics,PMC5209911,SRR064439,SRP003186,SRA,2017-01-03,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,R,,SRA_other
BMC_Genomics,PMC5209911,SRR064440,SRP003186,SRA,2017-01-03,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,R,,SRA_other
BMC_Genomics,PMC5209911,SRR064441,SRP003186,SRA,2017-01-03,2011-01-11,Homo sapiens,Illumina Genome Analyzer II,WGS,112.0,735230384.0,public,2020-12-09,9.917808219178085,17,1.7140883977900552,R,,SRA_other
BMC_Genomics,PMC5219736,SRR1284093,SRP040522,SRA,2017-01-07,2014-03-27,Drosophila melanogaster,PacBio RS,WGS,1868.0,305517017.0,public,2020-12-09,6.7095890410958905,15,2.235606369946917,R,,SRA_other
BMC_Genomics,PMC5219736,SRR1284094,SRP040522,SRA,2017-01-07,2014-03-27,Drosophila melanogaster,PacBio RS,WGS,1868.0,305517017.0,public,2020-12-09,6.7095890410958905,15,2.235606369946917,R,,SRA_other
BMC_Genomics,PMC5219736,SRR1284095,SRP040522,SRA,2017-01-07,2014-03-27,Drosophila melanogaster,PacBio RS,WGS,1868.0,305517017.0,public,2020-12-09,6.7095890410958905,15,2.235606369946917,R,,SRA_other
BMC_Genomics,PMC5219736,SRR1284703,SRP040522,SRA,2017-01-07,2014-03-27,Drosophila melanogaster,PacBio RS,WGS,1868.0,305517017.0,public,2020-12-09,6.7095890410958905,15,2.235606369946917,R,,SRA_other
BMC_Genomics,PMC5219736,SRR1284704,SRP040522,SRA,2017-01-07,2014-03-27,Drosophila melanogaster,PacBio RS,WGS,1868.0,305517017.0,public,2020-12-09,6.7095890410958905,15,2.235606369946917,R,,SRA_other
BMC_Genomics,PMC5282909,PRJNA248163,SRP044705,SRA,2017-01-31,2015-03-16,Gossypium hirsutum,Illumina HiSeq 2000,WGS,200.0,1774060200.0,public,2020-12-09,5.7397260273972615,70,12.195704057279235,R,,SRA_other
BMC_Genomics,PMC5310280,SRR001665,SRP000220,SRA,2017-01-25,2008-07-14,Escherichia coli str. K-12 substr. MG1655,Illumina Genome Analyzer,WGS,72.0,749392128.0,public,2020-12-09,12.413698630136983,20,1.6111233723239904,R,,SRA_other
BMC_Genomics,PMC5368935,SRX144851,SRP000248,SRA,2017-03-28,2012-05-31,Arabidopsis thaliana,Illumina HiSeq 2000,WGS,202.0,9690421770.0,public,2020-12-09,8.531506849315068,16,1.8754014129736676,R,,SRA_other
BMC_Genomics,PMC5429560,SRP044705,SRP044705,SRA,2017-05-12,2015-03-16,Gossypium hirsutum,Illumina HiSeq 2000,WGS,200.0,1774060200.0,public,2020-12-09,5.7397260273972615,70,12.195704057279235,R,,SRA_other
BMC_Genomics,PMC5430618,SRS019033,SRP002163,SRA,2017-05-15,2015-02-19,human metagenome,Illumina HiSeq 2000,WGS,200.0,2514234800.0,filtered,2020-12-09,5.808219178082192,79,13.601415094339623,R,,SRA_other
BMC_Genomics,PMC5430618,SRS016944,SRP002163,SRA,2017-05-15,2015-02-19,human metagenome,Illumina HiSeq 2000,WGS,200.0,2514234800.0,filtered,2020-12-09,5.808219178082192,79,13.601415094339623,R,,SRA_other
BMC_Genomics,PMC5430618,SRS012902,SRP175119,SRA,2017-05-15,2019-01-07,uncultured crAssphage,Illumina HiSeq 2000,WGS,1332.0,10656.0,public,2020-12-09,1.9232876712328768,19,9.87891737891738,R,,SRA_other
BMC_Genomics,PMC5430618,SRS014923,SRP002163,SRA,2017-05-15,2015-02-19,human metagenome,Illumina HiSeq 2000,WGS,200.0,2514234800.0,filtered,2020-12-09,5.808219178082192,79,13.601415094339623,R,,SRA_other
BMC_Genomics,PMC5430618,SRS014466,SRP002163,SRA,2017-05-15,2015-02-19,human metagenome,Illumina HiSeq 2000,WGS,200.0,2514234800.0,filtered,2020-12-09,5.808219178082192,79,13.601415094339623,R,,SRA_other
BMC_Genomics,PMC5430618,SRS015072,SRP002163,SRA,2017-05-15,2015-02-19,human metagenome,Illumina HiSeq 2000,WGS,200.0,2514234800.0,filtered,2020-12-09,5.808219178082192,79,13.601415094339623,R,,SRA_other
BMC_Genomics,PMC5490193,SRR921597,SRP017801,SRA,2017-06-28,2015-07-22,Prosarthria teretrirostris,Illumina HiSeq 2000,EST,300.0,3556981200.0,public,2020-12-09,5.389041095890411,12,2.2267412302999494,R,,SRA_other
BMC_Genomics,PMC5488378,ERP001736,ERP001736,SRA,2017-06-27,2016-10-25,marine metagenome,Illumina HiSeq 2000,WGS,195.0,37861886168.0,public,2020-12-09,4.126027397260274,22,5.332005312084993,R,,SRA_other
BMC_Genomics,PMC5502489,ERR598950,ERP001736,SRA,2017-07-10,2016-10-25,marine metagenome,Illumina HiSeq 2000,WGS,195.0,37861886168.0,public,2020-12-09,4.126027397260274,22,5.332005312084993,R,,SRA_other
BMC_Genomics,PMC5502489,SRR341725,SRP008047,SRA,2017-07-10,2015-02-02,human gut metagenome,Illumina Genome Analyzer II,WGS,180.0,7192480500.0,public,2020-12-09,5.854794520547945,27,4.611605053813758,R,,SRA_other
