pmc_ID,date
PMC6977671,2020-01-07
PMC6977672,2020-01-06
PMC6977678,2020-01-12
PMC6977693,2020-01-05
PMC6977695,2020-01-08
PMC6977700,2020-01-12
PMC6977704,2020-01-06
PMC7041726,2020-02-03
PMC7041734,2020-02-05
PMC7041739,2020-02-09
PMC7041741,2020-02-07
PMC7041754,2020-02-12
PMC7041771,2020-02-06
PMC7041778,2020-02-11
PMC7041783,2020-02-11
PMC7041787,2020-02-03
PMC7053596,2020-01-24
PMC7053600,2020-01-27
PMC7053602,2020-01-21
PMC7053603,2020-01-19
PMC7053609,2020-01-24
PMC7053611,2020-01-30
PMC7053626,2020-01-18
PMC7053637,2020-01-30
PMC7053640,2020-01-24
PMC7066879,2020-02-17
PMC7066881,2020-02-24
PMC7066889,2020-02-21
PMC7066891,2020-02-15
PMC7066894,2020-02-23
PMC7066896,2020-02-21
PMC7066902,2020-02-16
PMC7066907,2020-02-21
PMC7066909,2020-02-22
PMC7066910,2020-02-20
PMC7066911,2020-02-24
PMC7066919,2020-02-23
PMC7066925,2020-02-20
PMC7093164,2020-02-29
PMC7093174,2020-03-09
PMC7093175,2020-03-13
PMC7093183,2020-03-12
PMC7093184,2020-02-29
PMC7093186,2020-03-03
PMC7093190,2020-03-12
PMC7138544,2020-03-25
PMC7138558,2020-03-28
PMC7138561,2020-03-25
PMC7138567,2020-03-23
PMC7138570,2020-03-25
PMC7138577,2020-03-23
PMC7138578,2020-03-24
PMC7138582,2020-03-26
PMC7138585,2020-03-29
PMC7185093,2020-04-13
PMC7185098,2020-04-13
PMC7185113,2020-04-04
PMC7185115,2020-04-13
PMC7185138,2020-04-02
PMC7185141,2020-04-08
PMC7185143,2020-04-09
PMC2339763,2008-04-01
PMC2759984,2009-06-30
PMC2814091,2010-02-28
PMC3470704,2012-10-31
PMC3709120,2013-05-06
PMC3709138,2013-03-27
PMC3907112,2013-11-19
PMC3954952,2013-12-02
PMC3989927,2013-12-05
PMC4068027,2013-09-11
PMC4172519,2014-06-16
PMC4326857,2013-10-22
PMC4326894,2014-03-04
PMC4326923,2014-07-25
PMC4326946,2014-03-21
PMC4364833,2014-12-25
PMC4364839,2015-02-05
PMC4406662,2015-02-25
PMC4406664,2015-02-09
PMC4406671,2015-02-27
PMC4406673,2015-03-06
PMC4406675,2015-02-26
PMC4406678,2015-02-09
PMC4531078,2015-04-22
PMC4531082,2015-05-25
PMC4568969,2015-06-24
PMC4717264,2015-11-17
PMC4783335,2015-12-21
PMC4783339,2015-12-16
PMC4783348,2016-01-22
PMC4783355,2016-01-13
PMC4854919,2016-03-17
PMC4933671,2016-04-08
PMC5013028,2016-06-21
PMC5114719,2016-09-01
PMC5242294,2016-10-26
PMC5334526,2016-12-27
PMC5506417,2017-05-31
PMC5506430,2017-05-30
PMC5506434,2017-05-26
PMC5676066,2017-10-10
PMC5676067,2017-10-02
PMC5770853,2017-10-12
PMC5771393,2017-11-26
PMC5847858,2018-01-21
PMC5847878,2017-12-21
PMC5847883,2018-02-07
PMC5946061,2018-02-27
PMC5946062,2018-03-05
PMC5946071,2018-03-25
PMC5946077,2018-03-05
PMC5946080,2018-02-28
PMC6052391,2018-06-25
PMC6052399,2018-05-24
PMC6052403,2018-04-28
PMC6052463,2018-04-19
PMC6156499,2018-08-09
PMC6156539,2018-07-12
PMC6260908,2018-10-02
PMC6260915,2018-10-11
PMC6260920,2018-10-08
PMC6351822,2018-12-20
PMC6351827,2018-11-28
PMC6351841,2018-11-28
PMC6413656,2019-01-14
PMC6413657,2019-01-06
PMC6413659,2019-01-15
PMC6516157,2019-02-17
PMC6516162,2019-03-13
PMC6516163,2019-03-27
PMC6516184,2019-03-07
PMC6612637,2019-05-01
PMC6612640,2019-07-01
PMC6612641,2019-06-06
PMC6612703,2019-05-31
PMC6718522,2019-07-26
PMC6718529,2019-07-01
PMC6718537,2019-07-29
PMC6718593,2019-07-03
PMC6718601,2019-07-20
PMC6826131,2019-09-24
PMC6826133,2019-09-07
PMC6826136,2019-09-27
PMC6826140,2019-08-20
PMC6826159,2019-09-02
PMC6826161,2019-10-01
PMC6974709,2019-10-18
PMC6996954,2019-12-22
PMC6996956,2019-12-19
PMC6996962,2020-01-14
PMC7059141,2020-01-28
PMC7059180,2020-02-20
PMC7189995,2020-03-11
PMC4237920,2014-05-07
PMC5291006,2017-02-01
PMC6147595,2018-10-01
PMC6675524,2019-08-01
PMC6675529,2019-08-01
PMC6675537,2019-08-01
PMC6880693,2018-07-22
PMC3481055,2012-05-30
PMC6690244,2019-06-05
PMC5687512,2017-09-04
PMC6604929,2018-03-20
PMC6604942,2018-06-07
PMC6604949,2018-06-11
PMC6604993,2017-05-31
PMC6613336,2018-10-25
PMC6646930,2019-03-22
PMC6940571,2019-11-12
PMC5348566,2016-08-26
PMC1852316,2007-03-30
PMC2543012,2008-08-29
PMC2679019,2009-04-22
PMC2785812,2009-11-16
PMC2949600,2010-09-20
PMC3189100,2011-09-22
PMC3219593,2011-10-11
PMC3340326,2012-01-15
PMC3371767,2012-01-16
PMC3512512,2012-08-16
PMC3526407,2012-11-02
PMC3848682,2013-09-16
PMC3974045,2014-02-24
PMC3977952,2014-03-10
PMC4331138,2015-01-28
PMC4363181,2015-03-04
PMC4483228,2015-06-27
PMC4495944,2015-07-08
PMC4688996,2015-12-23
PMC4696214,2015-12-30
PMC4855726,2016-05-03
PMC5322684,2017-02-22
PMC6408864,2019-03-08
PMC6425630,2019-03-20
PMC6857244,2019-11-15
PMC5765501,2017-10-20
PMC6849553,2019-01-20
PMC4078401,2014-06-24
PMC6873413,2019-11-21
PMC4214969,2014-08-19
PMC6267191,2018-11-05
PMC6658407,2019-07-08
PMC6997277,2019-12-23
PMC4329332,2014-09-06
PMC7064968,2019-09-10
PMC4879649,2016-04-12
PMC6939046,2019-11-06
PMC6352316,2019-01-22
PMC6926344,2019-12-09
PMC6438205,2018-03-15
PMC3706879,2013-05-14
PMC3707052,2013-04-18
PMC4255636,2014-11-02
PMC4731966,2016-01-28
PMC5513091,2017-07-14
PMC5819208,2018-02-20
PMC6015462,2018-06-23
PMC3214799,2011-10-22
PMC3226434,2011-11-18
PMC3366876,2012-03-27
PMC3539857,2012-11-20
PMC3922913,2013-10-26
PMC4052852,2014-03-18
PMC4105880,2014-07-22
PMC4143573,2014-08-23
PMC4467806,2015-06-11
PMC4713403,2016-01-14
PMC4755957,2016-02-17
PMC4908081,2016-06-14
PMC4970986,2016-08-02
PMC4970999,2016-08-02
PMC5025419,2016-09-15
PMC5061668,2016-10-13
PMC5074941,2016-10-21
PMC5101243,2016-11-08
PMC5104702,2016-11-10
PMC5209307,2017-01-03
PMC5209320,2017-01-03
PMC5307404,2017-02-13
PMC5309192,2017-02-14
PMC5311017,2017-02-15
PMC5328902,2017-02-28
PMC5380569,2017-04-04
PMC5392452,2017-04-17
PMC5393979,2017-04-17
PMC5427061,2017-05-12
PMC5457379,2017-06-02
PMC5483214,2017-06-24
PMC5503847,2017-07-10
PMC5503848,2017-07-10
PMC5583138,2017-09-05
PMC5603465,2017-09-18
PMC5668215,2017-11-02
PMC5700909,2017-11-23
PMC5701898,2017-11-25
PMC5738328,2017-12-20
PMC5758488,2018-01-08
PMC5758489,2018-01-08
PMC5815975,2018-02-16
PMC5826908,2018-02-27
PMC5833890,2018-02-28
PMC5842170,2018-03-07
PMC5849708,2018-03-13
PMC5859003,2018-03-19
PMC5899966,2018-04-16
PMC5904092,2018-04-17
PMC5906409,2018-04-18
PMC5910442,2018-04-20
PMC5924506,2018-04-27
PMC5936483,2018-05-05
PMC5943202,2018-05-09
PMC5957016,2018-05-17
PMC5984615,2018-06-01
PMC5997608,2018-06-12
PMC6004267,2018-06-16
PMC6047955,2018-07-16
PMC6051950,2018-07-18
PMC6072643,2018-08-02
PMC6109036,2018-08-24
PMC6154755,2018-09-25
PMC6167272,2018-10-01
PMC6170517,2018-10-03
PMC6170518,2018-10-03
PMC6175732,2018-10-08
PMC6182018,2018-10-11
PMC6188973,2018-10-15
PMC6230335,2018-11-10
PMC6236004,2018-11-14
PMC6292837,2018-12-13
PMC6320331,2019-01-04
PMC6359999,2019-02-02
PMC6362181,2019-02-04
PMC6367495,2019-02-07
PMC6379495,2019-02-18
PMC6431307,2019-03-23
PMC6439047,2019-03-28
PMC6451743,2019-04-06
PMC6459448,2019-04-11
PMC6478775,2019-04-23
PMC6510741,2019-05-10
PMC6533344,2019-05-23
PMC6536563,2019-05-27
PMC6565776,2019-06-13
PMC6626090,2019-07-12
PMC6650524,2019-07-23
PMC6661035,2019-07-27
PMC6667549,2019-07-30
PMC6692424,2019-08-13
PMC6702497,2019-08-19
PMC6712192,2019-08-27
PMC6754823,2019-09-21
PMC6761216,2019-09-25
PMC6823419,2019-10-31
PMC6823470,2019-10-31
PMC6842373,2019-11-09
PMC6872706,2019-11-21
PMC6895348,2019-12-05
PMC6935382,2019-12-28
PMC6960274,2020-01-14
PMC6969877,2020-01-18
PMC6975606,2020-01-22
PMC6987300,2020-01-28
PMC7070141,2020-03-14
PMC7138878,2020-04-07
PMC7158972,2020-04-15
PMC7162999,2020-04-16
PMC7182653,2020-04-24
PMC7186291,2020-04-27
PMC4447689,2015-05-28
PMC3248752,2011-03-07
PMC3392050,2012-03-19
PMC3392066,2012-03-19
PMC4525222,2015-03-23
PMC4525229,2015-03-23
PMC5001780,2016-07-20
PMC5001782,2016-07-19
PMC5543336,2017-07-26
PMC5961799,2018-05-18
PMC7065183,2019-11-24
PMC4997298,2016-08-03
PMC6462431,2019-04-15
PMC5848380,2017-12-20
PMC6825836,2019-09-05
PMC4129400,2014-08-07
PMC4157143,2014-09-04
PMC4157147,2014-09-04
PMC4320258,2015-02-05
PMC4385186,2015-04-02
PMC4570283,2015-05-07
PMC4572498,2015-07-02
PMC4678794,2015-12-03
PMC4863561,2016-04-28
PMC4974071,2016-07-21
PMC5420347,2017-04-13
PMC5420353,2017-05-04
PMC5473733,2017-06-01
PMC5544389,2017-07-27
PMC5985360,2018-03-08
PMC5993513,2018-05-24
PMC6218809,2018-11-01
PMC6407496,2019-02-28
PMC6407525,2019-02-28
PMC6506814,2019-04-18
PMC6612522,2019-06-13
PMC6817524,2019-09-05
PMC6767407,2018-12-09
PMC3228917,2011-12-31
PMC6360354,2019-02-01
PMC6446228,2019-04-01
PMC4866892,2016-03-16
PMC5451523,2017-02-08
PMC6766613,2019-06-12
PMC7099524,2019-12-11
PMC3625784,2013-03-12
PMC3725544,2013-05-28
PMC3989735,2014-02-18
PMC4941929,2016-05-24
PMC6879870,2019-09-03
PMC5076001,2016-07-21
PMC5899243,2017-12-21
PMC5866425,2017-08-31
PMC6842909,2019-08-21
PMC4896080,2016-03-09
PMC2576149,2008-08-06
PMC7154656,2020-02-05
PMC7078941,2020-01-21
PMC6993539,2020-02-29
PMC7159424,2020-04-15
PMC5132071,2016-08-08
PMC5215980,2016-09-07
PMC5347949,2016-10-21
PMC5910259,2018-02-07
PMC3886430,2014-01-08
PMC4574271,2015-09-02
PMC7008338,2019-12-09
PMC4819933,2016-03-02
PMC4605520,2010-11-02
PMC6171262,2018-09-20
PMC6913280,2019-12-01
PMC7012210,2019-12-30
PMC7023756,2020-02-03
PMC5045046,2016-09-29
PMC6233959,2018-09-27
PMC3080010,2011-03-31
PMC5042044,2015-08-20
PMC4700080,2015-09-28
PMC4930480,2016-06-08
PMC5026727,2016-06-23
PMC5660147,2017-09-26
PMC5878196,2018-02-14
PMC6510886,2018-08-21
PMC7160098,2019-10-30
PMC6388068,2018-09-25
PMC4598704,2015-08-14
PMC5981282,2018-05-04
PMC6262483,2018-10-23
PMC6262583,2018-10-24
PMC6356610,2018-12-21
PMC6406738,2019-01-26
PMC6466077,2019-03-11
PMC6466638,2019-03-12
PMC6523354,2019-04-02
PMC6523794,2019-04-01
PMC6562760,2019-05-13
PMC6562885,2019-05-24
PMC6562892,2019-05-07
PMC6562924,2019-05-22
PMC6616395,2019-06-12
PMC6616409,2019-06-25
PMC6617047,2019-06-01
PMC6617286,2019-06-24
PMC6680513,2019-06-30
PMC6680660,2019-07-01
PMC6680721,2019-07-07
PMC6719243,2019-08-15
PMC6720278,2019-08-05
PMC6721059,2019-08-14
PMC6721167,2019-07-29
PMC6769757,2019-08-22
PMC6769842,2019-09-03
PMC6770480,2019-09-05
PMC6826638,2019-10-15
PMC6826838,2019-10-16
PMC6826909,2019-10-15
PMC6827132,2019-10-14
PMC6827152,2019-10-01
PMC6912274,2019-11-18
PMC6912399,2019-10-25
PMC6912518,2019-11-05
PMC6912816,2019-11-05
PMC6940744,2019-12-13
PMC6940799,2019-12-03
PMC6940847,2019-12-11
PMC6941049,2019-12-11
PMC6941056,2019-12-03
PMC7022567,2019-12-20
PMC7022806,2019-12-18
PMC7022935,2020-01-08
PMC7022951,2020-01-09
PMC7023293,2020-01-16
PMC7023321,2020-01-07
PMC7023423,2020-01-12
PMC7070242,2020-02-14
PMC7070263,2020-02-05
PMC7070426,2020-02-20
PMC7070436,2020-02-12
PMC7070699,2020-02-19
PMC7070707,2020-01-30
PMC7070841,2020-01-21
PMC7070950,2020-02-20
PMC7071030,2020-01-21
PMC7071093,2020-01-25
PMC7071179,2020-02-22
PMC7142414,2020-02-25
PMC7142521,2020-03-19
PMC7142781,2020-03-07
PMC7142954,2020-03-22
PMC7143458,2020-03-06
PMC7143860,2020-03-17
PMC7143929,2020-03-11
PMC6138311,2017-02-22
PMC6138320,2018-03-25
PMC6282439,2018-10-01
PMC6711111,2019-04-12
PMC6830191,2019-09-06
PMC5032990,2015-06-02
PMC5064620,2015-12-22
PMC5248613,2016-07-27
PMC5638066,2017-05-22
PMC6593690,2019-04-07
PMC6899607,2019-09-02
PMC6899796,2019-09-12
PMC5941007,2016-03-02
PMC6112341,2017-11-02
PMC2707303,2008-07-25
PMC5218374,2016-10-05
PMC5379588,2016-12-10
PMC5604588,2016-12-07
PMC5786241,2018-01-09
PMC6070107,2018-05-04
PMC6324751,2018-07-14
PMC6526317,2018-09-27
PMC6526321,2018-12-12
PMC6589518,2019-02-02
PMC6612944,2019-03-29
PMC6676377,2019-01-19
PMC6758587,2019-06-26
PMC3158543,2011-07-21
PMC6020191,2018-06-26
PMC6964048,2020-01-15
PMC4284127,2014-12-03
PMC4292741,2014-03-12
PMC4292745,2014-03-11
PMC4479521,2015-04-01
PMC4574806,2015-06-08
PMC5682117,2017-10-19
PMC5945969,2018-04-02
PMC6649519,2019-07-04
PMC6764628,2019-08-10
PMC6764637,2019-08-17
PMC6003028,2018-06-15
PMC5371629,2017-02-24
PMC5773465,2018-01-18
PMC4855051,2016-04-25
PMC4438354,2014-08-13
PMC4786758,2016-02-26
PMC4223935,2013-10-07
PMC4237725,2014-01-31
PMC5546801,2017-07-25
PMC6032926,2018-04-25
PMC7187166,2020-02-08
PMC3477878,2012-04-24
PMC4269343,2014-10-31
PMC5913643,2018-02-14
PMC5961317,2018-03-05
PMC6158759,2018-07-13
PMC6311951,2018-10-11
PMC6857614,2019-08-27
PMC3329227,2012-01-10
PMC3396452,2012-08-31
PMC5738597,2017-05-18
PMC5890626,2018-01-17
PMC5909743,2017-06-28
PMC5909749,2018-02-03
PMC5909753,2018-01-17
PMC6225799,2018-07-20
PMC6317448,2018-07-19
PMC6579551,2019-03-16
PMC6788883,2019-06-05
PMC7034356,2019-12-23
PMC5149564,2016-02-11
PMC7000508,2020-01-06
PMC6444048,2019-03-28
PMC4790365,2014-07-25
PMC5485445,2017-06-06
PMC5872120,2018-01-29
PMC5872123,2018-02-13
PMC6023079,2018-03-21
PMC6315377,2018-10-15
PMC6627115,2019-06-05
PMC6627717,2019-06-06
PMC6783841,2019-07-12
PMC6963283,2019-09-27
PMC6963507,2019-09-21
PMC7148499,2020-03-14
PMC7167817,2020-02-13
PMC7168208,2019-12-23
PMC4969056,2016-06-07
PMC6365257,2019-01-11
PMC4249533,2014-12-31
